	file	reportype	kind
213	/mnt/users/scratch/leo/scratch/era5/odbs//2/era5.conv._00212.gz	16019	MOBILE
214	/mnt/users/scratch/leo/scratch/era5/odbs//2/era5.conv._00213.gz	16019	MOBILE
215	/mnt/users/scratch/leo/scratch/era5/odbs//2/era5.conv._00214.gz	16019	MOBILE
216	/mnt/users/scratch/leo/scratch/era5/odbs//2/era5.conv._00215.gz	16019	MOBILE
217	/mnt/users/scratch/leo/scratch/era5/odbs//2/era5.conv._00216.gz	16019	MOBILE
218	/mnt/users/scratch/leo/scratch/era5/odbs//2/era5.conv._00217.gz	16019	MOBILE
219	/mnt/users/scratch/leo/scratch/era5/odbs//2/era5.conv._00218.gz	16019	MOBILE
220	/mnt/users/scratch/leo/scratch/era5/odbs//2/era5.conv._00219.gz	16019	MOBILE
221	/mnt/users/scratch/leo/scratch/era5/odbs//2/era5.conv._00220.gz	16019	MOBILE
222	/mnt/users/scratch/leo/scratch/era5/odbs//2/era5.conv._00221.gz	16019	MOBILE
223	/mnt/users/scratch/leo/scratch/era5/odbs//2/era5.conv._00222.gz	16019	MOBILE
224	/mnt/users/scratch/leo/scratch/era5/odbs//2/era5.conv._00223.gz	16019	MOBILE
225	/mnt/users/scratch/leo/scratch/era5/odbs//2/era5.conv._00224.gz	16019	MOBILE
226	/mnt/users/scratch/leo/scratch/era5/odbs//2/era5.conv._00225.gz	16019	MOBILE
227	/mnt/users/scratch/leo/scratch/era5/odbs//2/era5.conv._00226.gz	16019	MOBILE
228	/mnt/users/scratch/leo/scratch/era5/odbs//2/era5.conv._00227.gz	16019	MOBILE
229	/mnt/users/scratch/leo/scratch/era5/odbs//2/era5.conv._00228.gz	16019	MOBILE
230	/mnt/users/scratch/leo/scratch/era5/odbs//2/era5.conv._00229.gz	16019	MOBILE
231	/mnt/users/scratch/leo/scratch/era5/odbs//2/era5.conv._00230.gz	16019	MOBILE
232	/mnt/users/scratch/leo/scratch/era5/odbs//2/era5.conv._00231.gz	16019	MOBILE
233	/mnt/users/scratch/leo/scratch/era5/odbs//2/era5.conv._00232.gz	16019	MOBILE
234	/mnt/users/scratch/leo/scratch/era5/odbs//2/era5.conv._00233.gz	16019	MOBILE
235	/mnt/users/scratch/leo/scratch/era5/odbs//2/era5.conv._00234.gz	16019	MOBILE
236	/mnt/users/scratch/leo/scratch/era5/odbs//2/era5.conv._00235.gz	16019	MOBILE
237	/mnt/users/scratch/leo/scratch/era5/odbs//2/era5.conv._00236.gz	16019	MOBILE
238	/mnt/users/scratch/leo/scratch/era5/odbs//2/era5.conv._00237.gz	16019	MOBILE
239	/mnt/users/scratch/leo/scratch/era5/odbs//2/era5.conv._00238.gz	16019	MOBILE
240	/mnt/users/scratch/leo/scratch/era5/odbs//2/era5.conv._00239.gz	16019	MOBILE
241	/mnt/users/scratch/leo/scratch/era5/odbs//2/era5.conv._00240.gz	16019	MOBILE
242	/mnt/users/scratch/leo/scratch/era5/odbs//2/era5.conv._00241.gz	16019	MOBILE
