/raid60/scratch/federico/MAY2021_HARVEST/era5_1759/0-20600-0-6:108289_era5_1759_harvested_era5.1759.conv._6:108289.gz.nc	58.9	58.9	-29.5	-19.1
/raid60/scratch/federico/MAY2021_HARVEST/era5_1759/0-20600-0-6:108999_era5_1759_harvested_era5.1759.conv._6:108999.gz.nc	11.9	41.8	-131.1	-66.3
/raid60/scratch/federico/MAY2021_HARVEST/era5_1759/0-20000-0-56374_era5_1759_harvested_era5.1759.conv._1:56374.gz.nc	29.43	30.08	102.03	102.23
/raid60/scratch/federico/MAY2021_HARVEST/era5_1759/-1_era5_1759_harvested_era5.1759.conv._3:0N1.gz.nc	-90.01	66.1	-169.9	179.99
/raid60/scratch/federico/MAY2021_HARVEST/era5_1759/0-20500-0-80413_era5_1759_harvested_era5.1759.conv._1:80413.gz.nc	-10.25	-7.3	-67.65	-61.45
/raid60/scratch/federico/MAY2021_HARVEST/era5_1759/0-20000-0-74724_era5_1759_harvested_era5.1759.conv._1:74724.gz.nc	32.4	32.93	-112.7	-112.7
/raid60/scratch/federico/MAY2021_HARVEST/era5_1759/-1_era5_1759_harvested_era5.1759.conv._3:0N2.gz.nc	35.8	81.5	-137.8	158.8
/raid60/scratch/federico/MAY2021_HARVEST/era5_1759/0-20000-0-71467_era5_1759_harvested_era5.1759.conv._1:74051.gz.nc	71.95	72.0	-125.3	-124.5
/raid60/scratch/federico/MAY2021_HARVEST/era5_1759/0-20600-0-6:107999_era5_1759_harvested_era5.1759.conv._6:107999.gz.nc	-61.3	51.0	-69.8	145.0
/raid60/scratch/federico/MAY2021_HARVEST/era5_1759/0-20000-0-81878_era5_1759_harvested_era5.1759.conv._1:82598.gz.nc	-6.77	-5.9	-35.2	-35.2
/raid60/scratch/federico/MAY2021_HARVEST/era5_1759/-1_era5_1759_harvested_era5.1759.conv._3:0N0.gz.nc	17.8	45.3	-172.1	164.0
/raid60/scratch/federico/MAY2021_HARVEST/era5_1759/0-20000-0-55279_era5_1759_harvested_era5.1759.conv._1:55279.gz.nc	31.37	32.0	89.5	90.02
/raid60/scratch/federico/MAY2021_HARVEST/era5_1759/0-20600-0-6:109283_era5_1759_harvested_era5.1759.conv._6:109283.gz.nc	28.3	28.3	-95.1	95.1
/raid60/scratch/federico/MAY2021_HARVEST/era5_1759/0-20000-0-53068_era5_1759_harvested_era5.1759.conv._1:53068.gz.nc	43.65	44.22	111.53	112.0
/raid60/scratch/federico/MAY2021_HARVEST/era5_1759/0-20000-0-55299_era5_1759_harvested_era5.1759.conv._1:55299.gz.nc	31.48	32.1	92.05	92.3
