/raid60/scratch/federico/MAY2021_HARVEST/igra2/0-20600-0-0DBBH_igra2_harvested_ZZV0000DBBH-data.txt.nc	-66.6	77.5	-87.7	103.7
/raid60/scratch/federico/MAY2021_HARVEST/igra2/0-20600-0-0DZHA_igra2_harvested_ZZV0000DZHA-data.txt.nc	12.5	53.9	-94.8	59.9
/raid60/scratch/federico/MAY2021_HARVEST/igra2/0-20600-0-ASFR3_igra2_harvested_ZZV000ASFR3-data.txt.nc	16.7	50.0	-70.3	1.0
/raid60/scratch/federico/MAY2021_HARVEST/igra2/0-20600-0-0JCCX_igra2_harvested_ZZV0000JCCX-data.txt.nc	21.2	37.3	121.9	137.0
/raid60/scratch/federico/MAY2021_HARVEST/igra2/0-20600-0-0FNRS_igra2_harvested_ZZV0000FNRS-data.txt.nc	-27.45	49.6	-59.6	58.9
/raid60/scratch/federico/MAY2021_HARVEST/igra2/0-20600-0-0V2XM_igra2_harvested_ZZV0000V2XM-data.txt.nc	37.5	64.4	-75.3	43.1
/raid60/scratch/federico/MAY2021_HARVEST/igra2/0-20600-0-0DBFM_igra2_harvested_ZZV0000DBFM-data.txt.nc	54.3	67.3	-53.0	9.3
/raid60/scratch/federico/MAY2021_HARVEST/igra2/0-20600-0-0FQFL_igra2_harvested_ZZV0000FQFL-data.txt.nc	-24.4	49.3	-59.7	2.0
/raid60/scratch/federico/MAY2021_HARVEST/igra2/0-20600-0-0JDWX_igra2_harvested_ZZV0000JDWX-data.txt.nc	28.0	45.5	135.6	155.2
/raid60/scratch/federico/MAY2021_HARVEST/igra2/0-20600-0-0V2XO_igra2_harvested_ZZV0000V2XO-data.txt.nc	45.7	64.2	-58.1	-21.9
/raid60/scratch/federico/MAY2021_HARVEST/igra2/0-20600-0-0SWJS_igra2_harvested_ZZV0000SWJS-data.txt.nc	31.9	43.6	-0.3	35.4
/raid60/scratch/federico/MAY2021_HARVEST/igra2/0-20600-0-VSBV3_igra2_harvested_ZZV000VSBV3-data.txt.nc	44.3333	54.0	-62.8	37.7
/raid60/scratch/federico/MAY2021_HARVEST/igra2/0-20600-0-0UBLF_igra2_harvested_ZZV0000UBLF-data.txt.nc	-23.1	33.9	-37.3	-5.8
/raid60/scratch/federico/MAY2021_HARVEST/igra2/0-20600-0-ASFR4_igra2_harvested_ZZV000ASFR4-data.txt.nc	16.3	49.5	-72.8	1.4
/raid60/scratch/federico/MAY2021_HARVEST/igra2/0-20600-0-0KHRH_igra2_harvested_ZZV0000KHRH-data.txt.nc	24.3	53.8	-92.2	66.9
/raid60/scratch/federico/MAY2021_HARVEST/igra2/0-20600-0-ELML7_igra2_harvested_ZZV000ELML7-data.txt.nc	7.9	54.0	-88.6	10.3
/raid60/scratch/federico/MAY2021_HARVEST/igra2/0-20600-0-0ERES_igra2_harvested_ZZV0000ERES-data.txt.nc	-13.0	61.5	-82.9	149.1
/raid60/scratch/federico/MAY2021_HARVEST/igra2/0-20600-0-0UBNZ_igra2_harvested_ZZV0000UBNZ-data.txt.nc	55.3	80.3	-23.1	99.7
/raid60/scratch/federico/MAY2021_HARVEST/igra2/0-20600-0-0UFTA_igra2_harvested_ZZV0000UFTA-data.txt.nc	76.6	88.5	-180.0	180.0
/raid60/scratch/federico/MAY2021_HARVEST/igra2/0-20600-0-0KNIJ_igra2_harvested_ZZV0000KNIJ-data.txt.nc	21.7	48.3	-157.0	-120.0
/raid60/scratch/federico/MAY2021_HARVEST/igra2/0-20600-0-0EBUQ_igra2_harvested_ZZV0000EBUQ-data.txt.nc	6.2	28.1	-23.7	18.0
/raid60/scratch/federico/MAY2021_HARVEST/igra2/0-20600-0-0FQFM_igra2_harvested_ZZV0000FQFM-data.txt.nc	16.3	49.4	-60.2	1.1
/raid60/scratch/federico/MAY2021_HARVEST/igra2/0-20600-0-0DBLK_igra2_harvested_ZZV0000DBLK-data.txt.nc	-78.2	90.0	-180.0	179.9
/raid60/scratch/federico/MAY2021_HARVEST/igra2/0-20600-0-LADB2_igra2_harvested_ZZV000LADB2-data.txt.nc	34.4333	56.0	-179.6	179.9833
/raid60/scratch/federico/MAY2021_HARVEST/igra2/0-20600-0-LAJV4_igra2_harvested_ZZV000LAJV4-data.txt.nc	38.0	54.4333	-179.6166	179.9833
/raid60/scratch/federico/MAY2021_HARVEST/igra2/0-20600-0-0VPHA_igra2_harvested_ZZV0000VPHA-data.txt.nc	43.6	53.7	-70.7	11.1
/raid60/scratch/federico/MAY2021_HARVEST/igra2/0-20600-0-0EREB_igra2_harvested_ZZV0000EREB-data.txt.nc	-65.0	58.9	-180.0	177.9
/raid60/scratch/federico/MAY2021_HARVEST/igra2/0-20600-0-0JNSR_igra2_harvested_ZZV0000JNSR-data.txt.nc	-49.0	79.2	-180.0	179.7
/raid60/scratch/federico/MAY2021_HARVEST/igra2/0-20600-0-0FNOR_igra2_harvested_ZZV0000FNOR-data.txt.nc	16.0	49.9	-59.9	53.1
/raid60/scratch/federico/MAY2021_HARVEST/igra2/0-20600-0-OVYA2_igra2_harvested_ZZV000OVYA2-data.txt.nc	53.8	66.9	-54.0	10.2
/raid60/scratch/federico/MAY2021_HARVEST/igra2/0-20600-0-0JBOA_igra2_harvested_ZZV0000JBOA-data.txt.nc	-1.1	55.0	116.6	157.3
/raid60/scratch/federico/MAY2021_HARVEST/igra2/0-20600-0-OXTS2_igra2_harvested_ZZV000OXTS2-data.txt.nc	53.2	66.9	-54.1	49.2
/raid60/scratch/federico/MAY2021_HARVEST/igra2/0-20600-0-0JGQH_igra2_harvested_ZZV0000JGQH-data.txt.nc	-6.0	50.0	126.2	179.1
/raid60/scratch/federico/MAY2021_HARVEST/igra2/0-20600-0-OXVH2_igra2_harvested_ZZV000OXVH2-data.txt.nc	56.8	64.5	-52.7	15.1
/raid60/scratch/federico/MAY2021_HARVEST/igra2/0-20600-0-ZCBP6_igra2_harvested_ZZV000ZCBP6-data.txt.nc	41.7	59.2	-68.9	9.9
/raid60/scratch/federico/MAY2021_HARVEST/igra2/0-20600-0-0WAAH_igra2_harvested_ZZV0000WAAH-data.txt.nc	24.5	57.9	-92.5	31.5
/raid60/scratch/federico/MAY2021_HARVEST/igra2/0-20600-0-0LDWR_igra2_harvested_ZZV0000LDWR-data.txt.nc	61.9	66.7	-2.0	7.7
/raid60/scratch/federico/MAY2021_HARVEST/igra2/0-20600-0-SDE03_igra2_harvested_ZZV00ASDE03-data.txt.nc	12.4	59.4	-93.0	77.2
/raid60/scratch/federico/MAY2021_HARVEST/igra2/0-20600-0-0WPKD_igra2_harvested_ZZV0000WPKD-data.txt.nc	24.3	58.1	-95.0	67.1
/raid60/scratch/federico/MAY2021_HARVEST/igra2/0-20600-0-ASFR1_igra2_harvested_ZZV000ASFR1-data.txt.nc	16.3	50.9	-70.6	1.4
/raid60/scratch/federico/MAY2021_HARVEST/igra2/0-20600-0-0WTEC_igra2_harvested_ZZV0000WTEC-data.txt.nc	-26.8	40.0	-177.0	178.5
/raid60/scratch/federico/MAY2021_HARVEST/igra2/0-20600-0-0JIVB_igra2_harvested_ZZV0000JIVB-data.txt.nc	31.4	42.5	127.9	149.7
/raid60/scratch/federico/MAY2021_HARVEST/igra2/0-20600-0-0ZDLG_igra2_harvested_ZZV0000ZDLG-data.txt.nc	-76.5	60.0	-69.7166	40.9
/raid60/scratch/federico/MAY2021_HARVEST/igra2/0-20600-0-SDE01_igra2_harvested_ZZV00ASDE01-data.txt.nc	36.5	60.9	-76.5	67.0
/raid60/scratch/federico/MAY2021_HARVEST/igra2/0-20600-0-0KAOU_igra2_harvested_ZZV0000KAOU-data.txt.nc	-29.9	7.5	36.4	108.4
/raid60/scratch/federico/MAY2021_HARVEST/igra2/0-20600-0-CE005_igra2_harvested_ZZXUAICE005-data.txt.nc	82.4	86.9	81.1	155.4
/raid60/scratch/federico/MAY2021_HARVEST/igra2/0-20600-0-0ZSAF_igra2_harvested_ZZV0000ZSAF-data.txt.nc	-68.4	-31.1	-29.9	37.6
/raid60/scratch/federico/MAY2021_HARVEST/igra2/0-20600-0-0DCMS_igra2_harvested_ZZV0000DCMS-data.txt.nc	32.7	53.9333	-79.9	8.5
/raid60/scratch/federico/MAY2021_HARVEST/igra2/0-20600-0-0DESI_igra2_harvested_ZZV0000DESI-data.txt.nc	53.5	76.2	-8.5	13.9
/raid60/scratch/federico/MAY2021_HARVEST/igra2/0-20600-0-SEU05_igra2_harvested_ZZV00ASEU05-data.txt.nc	10.4	59.9	-87.4	64.0
/raid60/scratch/federico/MAY2021_HARVEST/igra2/0-20600-0-0DFCG_igra2_harvested_ZZV0000DFCG-data.txt.nc	-29.7	41.6	-85.6	154.6
/raid60/scratch/federico/MAY2021_HARVEST/igra2/0-20600-0-OXYH2_igra2_harvested_ZZV000OXYH2-data.txt.nc	55.6	67.5	-54.9	46.5
