lat_file	lon_file	file	file_dataset	file_min_date	file_max_date	file_statid	variables	kind	WIGOS_best
		era5.conv._OXVH2	era5_1_mobile	199505	200611	OXVH2		mobile	0-20999-0-OXVH2
