lat_file	lon_file	file	file_dataset	file_min_date	file_max_date	file_statid	variables	kind	WIGOS_best
		era5.conv._UKVA0	era5_1_mobile	197911	197911	UKVA0		mobile	0-20999-0-UKVA0
