primary_id	primary_id_scheme	record_number	secondary_id	secondary_id_scheme	station_name	station_abbreviation	alternative_name	station_crs	longitude	latitude	local_gravity	start_date	end_date	station_type	platform_type	platform_sub_type	operating_institute	operating_territory	city	contact	role	observing_frequency	reporting_time	telecommunication_method	station_automation	measuring_system_model	measuring_system_id	observed_variables	comment	optional_data	bbox_min_longitude	bbox_max_longitude	bbox_min_latitude	bbox_max_latitude	metadata_contact	metadata_contact_role	station_configuration_code
0-20000-0-51133	5	[]	[51133]	[]	TACHENG	[]	[]	0	83.0	46.73	NA	1988-12-31	1989-01-31	1	0	63	NMS	[]	Urdzhar	NA	NA	0	63	29	1	NA	NA	[111, 112, 1, 2, 59, 29]	NA	[]	82.27053856800883	83.72946143199117	46.23	47.23	S. Schroeder	0	13
0-20000-0-93110	5	[]	[93119]	[]	AUCKLAND AERO AWS	[]	[]	0	174.799973	-37.02	NA	1978-12-31	1979-01-31	1	0	63	NMS	[]	Auckland	NA	NA	0	63	29	1	NA	NA	[111, 112, 1, 2, 59, 29]	NA	[]	174.1737404085613	175.4262055914387	-37.52	-36.52	S. Schroeder	0	13
0-20000-0-94610	5	[]	[94610]	[]	PERTH AIRPORT	[]	[]	0	115.970001	-31.92	NA	1979-01-31	1979-02-28	1	0	63	NMS	[]	Perth	NA	NA	0	63	29	1	NA	NA	[111, 112, 1, 2, 59, 29]	NA	[]	115.38092518210482	116.55907681789517	-32.42	-31.42	S. Schroeder	0	13
0-20000-0-96509	5	[]	[96509]	[]	TARAKAN/JUWATA	[]	[]	0	117.57	3.33	NA	1989-01-31	1989-02-28	1	0	63	NMS	[]	Tarakan	NA	NA	0	63	29	1	NA	NA	[111, 112, 1, 2, 59, 29]	NA	[]	117.06915434179477	118.07084565820522	2.83	3.83	S. Schroeder	0	13
0-20000-0-50603	5	[]	[50603]	[]	XIN BARAG YOUQI	[]	[]	0	116.82	48.669998	NA	1989-02-28	1989-03-31	1	0	63	NMS	[]	Manzhouli	NA	NA	0	63	29	1	NA	NA	[111, 112, 1, 2, 59, 29]	NA	[]	116.06287732833557	117.57712267166441	48.169998	49.169998	S. Schroeder	0	13
0-20000-0-93072	5	[]	[93072]	[]	TAMAHUNGA RADAR	[]	[]	0	174.699997	-36.299999	NA	1998-12-31	1999-01-31	1	0	63	NMS	[]	North Shore	NA	NA	0	63	29	1	NA	NA	[111, 112, 1, 2, 59, 29]	NA	[]	174.07959441008882	175.32039958991118	-36.799999	-35.799999	S. Schroeder	0	13
0-20000-0-94637	5	[]	[94637]	[]	KALGOORLIE-BOULDER AIRPORT	[]	[]	0	121.449982	-30.77	NA	1979-02-28	1979-03-29	1	0	63	NMS	[]	Perth	NA	NA	0	63	29	1	NA	NA	[111, 112, 1, 2, 59, 29]	NA	[]	120.86806420007818	122.03189979992183	-31.27	-30.27	S. Schroeder	0	13
0-20000-0-94610	5	[]	[94610]	[]	PERTH AIRPORT	[]	[]	0	115.970001	-31.92	NA	1979-03-31	1979-04-30	1	0	63	NMS	[]	Perth	NA	NA	0	63	29	1	NA	NA	[111, 112, 1, 2, 59, 29]	NA	[]	115.38092518210482	116.55907681789517	-32.42	-31.42	S. Schroeder	0	13
0-20000-0-65510	5	[]	[65510]	[]	BOBO-DIOULASSO	[]	[]	0	-4.3	11.17	NA	2008-12-31	2009-01-31	1	0	63	NMS	[]	Bobo Dioulasso	NA	NA	0	63	29	1	NA	NA	[111, 112, 1, 2, 59, 29]	NA	[]	-4.809654527528478	-3.7903454724715218	10.67	11.67	S. Schroeder	0	13
0-20000-0-94637	5	[]	[94637]	[]	KALGOORLIE-BOULDER AIRPORT	[]	[]	0	121.449982	-30.77	NA	1979-04-30	1979-05-31	1	0	63	NMS	[]	Perth	NA	NA	0	63	29	1	NA	NA	[111, 112, 1, 2, 59, 29]	NA	[]	120.86806420007818	122.03189979992183	-31.27	-30.27	S. Schroeder	0	13
0-20000-0-94710	5	[]	[94711]	[]	COBAR AIRPORT AWS	[]	[]	0	145.820007	-31.530001	NA	1979-05-31	1979-06-30	1	0	63	NMS	[]	Dubbo	NA	NA	0	63	29	1	NA	NA	[111, 112, 1, 2, 59, 29]	NA	[]	145.23340484682322	146.4066091531768	-32.030001	-31.030001	S. Schroeder	0	13
0-20000-0-93615	5	[]	[93614]	[]	HOKITIKA AERO AWS	[]	[]	0	170.979996	-42.720001	NA	1999-01-31	1999-02-28	1	0	63	NMS	[]	Christchurch	NA	NA	0	63	29	1	NA	NA	[111, 112, 1, 2, 59, 29]	NA	[]	170.29942556626315	171.66056643373685	-43.220001	-42.220001	S. Schroeder	0	13
0-20000-0-41739	5	[]	[41739]	[]	PANJGUR	[]	[]	0	64.099998	26.969999	NA	1989-03-31	1989-04-30	1	0	63	NMS	[]	Turbat	NA	NA	0	63	29	1	NA	NA	[111, 112, 1, 2, 59, 29]	NA	[]	63.53898448031598	64.66101151968402	26.469999	27.469999	S. Schroeder	0	13
0-20000-0-94693	5	[]	[94693]	[]	MILDURA AIRPORT	[]	[]	0	142.079987	-34.23	NA	1979-06-30	1979-07-31	1	0	63	NMS	[]	Mildura	NA	NA	0	63	29	1	NA	NA	[111, 112, 1, 2, 59, 29]	NA	[]	141.47523570230305	142.68473829769692	-34.73	-33.73	S. Schroeder	0	13
0-20000-0-94287	5	[]	[94287]	[]	CAIRNS AERO	[]	[]	0	145.75	-16.879999	NA	1979-07-31	1979-08-31	1	0	63	NMS	[]	Cairns	NA	NA	0	63	29	1	NA	NA	[111, 112, 1, 2, 59, 29]	NA	[]	145.22748755389264	146.27251244610736	-17.379999	-16.379999	S. Schroeder	0	13
0-20000-0-16144	5	[]	[16144]	[]	S. PIETRO CAPOFIUME RDS	[]	[]	0	11.62	44.650002	NA	1989-04-30	1989-05-31	1	0	63	NMS	[]	Molinella	NA	NA	0	63	29	1	NA	NA	[111, 112, 1, 2, 59, 29]	NA	[]	10.917173378077633	12.322826621922365	44.150002	45.150002	S. Schroeder	0	13
0-20000-0-60402	5	[]	[60402]	[]	BEJAIA-AEROPORT	[]	[]	0	5.0	36.75	NA	1979-08-31	1979-09-30	1	0	63	NMS	[]	Timizart	NA	NA	0	63	29	1	NA	NA	[111, 112, 1, 2, 59, 29]	NA	[]	4.375978008365765	5.624021991634235	36.25	37.25	S. Schroeder	0	13
0-20000-0-94865	5	[]	[94865]	[]	LAVERTON RAAF	[]	[]	0	144.75	-37.869999	NA	1979-09-30	1979-10-31	1	0	63	NMS	[]	Melbourne	NA	NA	0	63	29	1	NA	NA	[111, 112, 1, 2, 59, 29]	NA	[]	144.1166120644289	145.3833879355711	-38.369999	-37.369999	S. Schroeder	0	13
0-20000-0-93847	5	[]	[93844]	[]	INVERCARGILL RADAR	[]	[]	0	168.320007	-46.419998	NA	1999-02-28	1999-03-31	1	0	63	NMS	[]	Invercargill	NA	NA	0	63	29	1	NA	NA	[111, 112, 1, 2, 59, 29]	NA	[]	167.5947036620808	169.0453103379192	-46.919998	-45.919998	S. Schroeder	0	13
0-20000-0-50603	5	[]	[50603]	[]	XIN BARAG YOUQI	[]	[]	0	116.82	48.669998	NA	1989-05-31	1989-06-30	1	0	63	NMS	[]	Manzhouli	NA	NA	0	63	29	1	NA	NA	[111, 112, 1, 2, 59, 29]	NA	[]	116.06287732833557	117.57712267166441	48.169998	49.169998	S. Schroeder	0	13
0-20000-0-60360	5	[]	[60360]	[]	ANNABA	[]	[]	0	7.81	36.830002	NA	1979-10-31	1979-11-30	1	0	63	NMS	[]	Tabarqah	NA	NA	0	63	29	1	NA	NA	[111, 112, 1, 2, 59, 29]	NA	[]	7.1853260737405575	8.43467392625944	36.330002	37.330002	S. Schroeder	0	13
0-20000-0-60740	5	[]	[60740]	[]	MONASTIR-SKANES	[]	[]	0	10.75	35.669998	NA	2009-01-31	2009-02-28	1	0	63	NMS	[]	Jammal	NA	NA	0	63	29	1	NA	NA	[111, 112, 1, 2, 59, 29]	NA	[]	10.134531284983662	11.365468715016338	35.169998	36.169998	S. Schroeder	0	13
0-20000-0-43285	5	[]	[43285]	[]	MANGALORE/PANAMBUR	[]	[]	0	74.830002	12.95	NA	1989-06-30	1989-07-31	1	0	63	NMS	[]	Mangaluru	NA	NA	0	63	29	1	NA	NA	[111, 112, 1, 2, 59, 29]	NA	[]	74.31695311495292	75.34305088504706	12.45	13.45	S. Schroeder	0	13
0-20000-0-42369	5	[]	[42369]	[]	LUCKNOW/AMAUSI	[]	[]	0	80.879997	26.75	NA	1979-12-01	1979-12-31	1	0	63	NMS	[]	Lakhnau	NA	NA	0	63	29	1	NA	NA	[111, 112, 1, 2, 59, 29]	NA	[]	80.32007338288757	81.43992061711243	26.25	27.25	S. Schroeder	0	13
