	Unnamed: 0	station_id	station_name	latitude	longitude	WMO_id	isRadio
1672	1672	97724	AMBON / PATTIMURA        	-3.7	128.08333333333334	97724	
1673	1673	96273	MENGGALA (ASTRAKSETRA)   	-4.45	105.18333333333334	96273	
1674	1674	96253	BENGKULU                 	-3.533333333333333	102.33333333333331	96253	
1675	1675	96295	BERANTI/TANJUNGKARANG    	-5.266666666666667	105.18333333333334	96295	
1676	1676	96171	RENGAT                   	-0.43333333333333335	102.45	96171	
1677	1677	96035	MEDAN                    	3.5666666666666664	98.68333333333334	96035	
1678	1678	96163	PADANG                   	-0.8833333333333333	100.35	96163	
1679	1679	96109	PAKANBARU                	-0.4666666666666667	101.45	96109	
1680	1680	96221	PALEMBANG                	-2.9	104.7	96221	
1681	1681	96237	PANGKALPINANG            	-2.1666666666666665	106.13333333333334	96237	
1682	1682	96147	RANAI                    	3.95	108.38333333333334	96147	
1683	1683	96073	SIBOLGA                  	1.55	98.88333333333334	96073	
1684	1684	97372	KUPANG                   	-10.166666666666666	123.66666666666669	97372	
1685	1685	97340	WAINGAPU                 	-9.666666666666666	120.33333333333331	97340	
1686	1686	96633	BALIKPAPAN               	-1.2666666666666666	116.9	96633	
1687	1687	96685	BANJARMASIN              	-3.45	114.75	96685	
1688	1688	96581	PONTIANAK                	-0.0	109.33333333333331	96581	
1689	1689	96509	TARAKAN                  	3.333333333333333	117.56666666666666	96509	
1690	1690	96533	SINGKAWANG II            	1.0833333333333333	109.66666666666669	96533	
1691	1691	97900	SAUMLAKI                 	-7.9833333333333325	131.3	97900	
1692	1692	48603	ALOR STAR                	6.2	100.41666666666669	48603	
1693	1693	96441	BINTULU                  	3.2	113.03333333333332	96441	
1694	1694	48631	CAMERON HIGHLANDS        	4.466666666666667	101.38333333333334	48631	
1695	1695	48625	IPOH                     	4.566666666666666	101.1	48625	
1696	1696	48615	KOTA BHARU               	6.166666666666668	102.28333333333332	48615	
1697	1697	96471	KOTA KINABALU            	5.95	116.05	96471	
1698	1698	48647	KUALA LUMPUR             	3.1166666666666667	101.55	48647	
1699	1699	48619	KUALA TRENGGANU          	5.333333333333333	103.13333333333334	48619	
1700	1700	48657	KUANTAN                  	3.783333333333333	103.21666666666668	48657	
1701	1701	96413	KUCHING                  	1.4833333333333334	110.33333333333331	96413	
1702	1702	48665	MALACCA                  	2.2666666666666666	102.25	48665	
1703	1703	48674	MERSING                  	2.45	103.83333333333331	48674	
1704	1704	96449	MIRI                     	4.383333333333334	113.98333333333332	96449	
1705	1705	48601	PENANG                   	5.3	100.26666666666668	48601	
1706	1706	96491	SANDAKAN                 	5.9	118.06666666666666	96491	
