	WIGOS	station_name	latitude	longitude	elevation	ObsRems	original_lat	original_lon	station_id	start_date	end_date	isRadio
21	0-20000-0-60525	BISKRA	34.8	5.733333333333333	89.0	Climatological station, Surface land meteorological station (SYNOP), RBSN(S), RBCN, GOS, CLIMAT(C)	34 48 00N	005 44 00E	60525	999	999	False
22	0-20000-0-60686	BORDJ-BADJ-MOKHTAR	21.333333333333332	0.95	399.0	Surface land meteorological station (SYNOP), RBSN(S), CLIMAT(C), GOS	21 20 00N	000 57 00E	60686	999	999	False
23	0-20000-0-60444	BORDJ-BOU-ARRERIDJ	36.06666666666667	4.666666666666667	957.0	Climatological station, Surface land meteorological station (SYNOP), RBCN, CLIMAT(C), RBSN(S), GOS	36 04 00N	004 40 00E	60444	999	999	False
24	0-20000-0-60376	BORDJ EL BAHRI	36.78333333333333	3.25		Surface land meteorological station (SYNOP), GOS	36 47 00N	003 15 00E	60376	999	999	False
25	0-20000-0-60664	BORDJ HAOUS	24.833333333333332	8.316666666666666	1104.0	Surface land meteorological station (SYNOP), GOS	24 50 00N	008 19 00E	60664	999	999	False
26	0-20000-0-60515	BOU-SAADA	35.333333333333336	4.2	461.0	Climatological station, Surface land meteorological station (SYNOP), CLIMAT(C), RBCN, GOS	35 20 00N	004 12 00E	60515	999	999	False
27	0-20000-0-60372	BOUZAREAH	36.78333333333333	3.0		Surface land meteorological station (SYNOP), GOS	36 47 00N	003 00 00E	60372	999	999	False
28	0-20000-0-60425	CHLEF	36.21666666666667	1.3333333333333333	163.0	Surface land meteorological station (SYNOP), GOS, CLIMAT(C), RBSN(S)	36 13 00N	001 20 00E	60425	999	999	False
29	0-20000-0-60419	CONSTANTINE	36.28333333333333	6.616666666666667	692.0	Climatological station, Surface land meteorological station (SYNOP), GOS, RBCN, RBSN(S), CLIMAT(C)	36 17 00N	006 37 00E	60419	999	999	False
30	0-20000-0-60390	DAR-EL-BEIDA	36.69	3.216666666666667	29.0	Climatological station, Upper-air / Radiosonde station, Surface land meteorological station (SYNOP), GSN, GOS, RBSN(ST), CLIMAT(C), RBCN	36 41 24N	003 13 00E	60390	999	999	True
31	0-20000-0-60393	DAR EL BEIDA VILLE	36.7	3.2		Surface land meteorological station (SYNOP), GOS	36 42 00N	003 12 00E	60393	999	999	False
32	0-20000-0-60670	DJANET	24.266666666666666	9.466666666666667	970.0	Climatological station, Surface land meteorological station (SYNOP), GOS, CLIMAT(C), RBCN, RBSN(S)	24 16 00N	009 28 00E	60670	999	999	False
33	0-20000-0-60535	DJELFA	33.15	3.3833333333333333	1185.0	Climatological station, Surface land meteorological station (SYNOP), GOS, CLIMAT(C), RBCN, RBSN(S)	33 09 00N	003 23 00E	60535	999	999	False
34	0-20000-0-60550	EL-BAYADH	33.71666666666667	1.0833333333333333	1347.0	Climatological station, Surface land meteorological station (SYNOP), CLIMAT(C), GOS, RBCN, RBSN(S)	33 43 00N	001 05 00E	60550	999	999	False
35	0-20000-0-60590	EL-GOLEA	30.566666666666666	2.8666666666666667	403.0	Climatological station, Surface land meteorological station (SYNOP), RBSN(S), GOS, CLIMAT(C), RBCN, GSN	30 34 00N	002 52 00E	60590	999	999	False
36	0-20000-0-60381	EL HARRACH	36.71666666666667	3.15	51.0	Surface land meteorological station (SYNOP), GOS	36 43 00N	003 09 00E	60381	999	999	False
37	0-20000-0-60540	EL-KHEITER	34.15	0.06666666666666667	1001.0	Climatological station, Surface land meteorological station (SYNOP), GOS, CLIMAT(C), RBCN, RBSN(S)	34 09 00N	000 04 00E	60540	999	999	False
38	0-20000-0-60559	EL-OUED	33.5	6.783333333333333	69.0	Climatological station, Surface land meteorological station (SYNOP), CLIMAT(C), RBSN(S), GOS, RBCN	33 30 00N	006 47 00E	60559	999	999	False
39	0-20000-0-60662	FADNOUNE	25.816666666666666	8.183333333333334	1291.0	Surface land meteorological station (SYNOP), GOS	25 49 00N	008 11 00E	60662	999	999	False
40	0-20000-0-60624	GARADJEBILET	26.75	-7.25	400.0	Surface land meteorological station (SYNOP), GOS	26 45 00N	007 15 00W	60624	999	999	False
41	0-20000-0-60566	GHARDAIA	32.4	3.8	469.0	Climatological station, Surface land meteorological station (SYNOP), RBCN, GOS, RBSN(S), CLIMAT(C)	32 24 00N	003 48 00E	60566	999	999	False
42	0-20000-0-60517	GHAZAOUET	35.1	-1.8666666666666667	5.0	Climatological station, Surface land meteorological station (SYNOP), RBCN, GOS, CLIMAT(C)	35 06 00N	001 52 00W	60517	999	999	False
43	0-20000-0-60403	GUELMA	36.46666666666667	7.466666666666667	228.0	Climatological station, Surface land meteorological station (SYNOP), GOS, CLIMAT(C), RBCN	36 28 00N	007 28 00E	60403	999	999	False
44	0-20000-0-60593	HASSI KHEBBI	29.166666666666668	-5.233333333333333	565.0	Surface land meteorological station (SYNOP), GOS	29 10 00N	005 14 00W	60593	999	999	False
45	0-20000-0-60581	HASSI-MESSAOUD	31.666666666666668	6.15	146.0	Climatological station, Surface land meteorological station (SYNOP), RBSN(S), RBCN, CLIMAT(C), GOS	31 40 00N	006 09 00E	60581	999	999	False
46	0-20000-0-60563	HASSIR'MEL	32.93333333333333	3.3	769.0	Surface land meteorological station (SYNOP), CLIMAT(C), GOS	32 56 00N	003 18 00E	60563	999	999	False
47	0-20000-0-60640	ILLIZI	26.5	8.416666666666666	541.0	Climatological station, Surface land meteorological station (SYNOP), RBCN, GOS, CLIMAT(C), RBSN(S)	26 30 00N	008 25 00E	60640	999	999	False
48	0-20000-0-60611	IN-AMENAS	28.05	9.633333333333333	562.0	Climatological station, Surface land meteorological station (SYNOP), GOS, GSN, CLIMAT(C), RBSN(S), RBCN	28 03 00N	009 38 00E	60611	999	999	False
49	0-20000-0-60693	IN ATEI	20.566666666666666	6.116666666666666	471.0	Surface land meteorological station (SYNOP), GOS	20 34 00N	006 07 00E	60693	999	999	False
50	0-20000-0-60694	IN AZAOUA	20.966666666666665	7.45	517.0	Surface land meteorological station (SYNOP), GOS	20 58 00N	007 27 00E	60694	999	999	False
51	0-20000-0-60676	IN AZZANE	23.483333333333334	11.233333333333333	912.0	Surface land meteorological station (SYNOP), GOS	23 29 00N	011 14 00E	60676	999	999	False
52	0-20000-0-60692	IN GUEZZAM	19.566666666666666	5.75	401.0	Surface land meteorological station (SYNOP), GOS	19 34 00N	005 45 00E	60692	999	999	False
53	0-20000-0-60690	IN-GUEZZAM	19.566666666666666	5.766666666666667	403.0	Climatological station, Surface land meteorological station (SYNOP), CLIMAT(C), RBCN, GOS	19 34 00N	005 46 00E	60690	999	999	False
