	file	kind	primary_id	primary_id_scheme	record_number	secondary_id	secondary_id_scheme	station_name	station_abbreviation	alternative_name	station_crs	longitude	latitude	local_gravity	start_date	end_date	station_type	platform_type	platform_sub_type	operating_institute	operating_territory	city	contact	role	observing_frequency	reporting_time	telecommunication_method	station_automation	measuring_system_model	measuring_system_id	observed_variables	comment	optional_data	bbox_min_longitude	bbox_max_longitude	bbox_min_latitude	bbox_max_latitude	metadata_contact	metadata_contact_role
36	era5.10155.bfr	ORPHAN	0-20888-0-10155	 	37	10155	 	 	 	 	 	-155.8	-31.6	 	19710722	19710722	 	 	 	 	 	 	 	 	 	 	 	 	 	 	[36, 85, 106, 107]	 	 	 	 	 	 	 	 
37	era5.10822.bfr	COORDINATE_ISSUES	0-20666-0-10822	 	38	10822	 	 	 	 	 			 	19710517	19711121	 	 	 	 	 	 	 	 	 	 	 	 	 	 	[36, 85, 106, 107]	 	 	 	 	 	 	 	 
38	era5.10163.bfr	ORPHAN	0-20888-0-10163	 	39	10163	 	 	 	 	 	163.2	-26.5	 	19710711	19710711	 	 	 	 	 	 	 	 	 	 	 	 	 	 	[36, 85, 106, 107]	 	 	 	 	 	 	 	 
39	era5.10555.bfr	ORPHAN	0-20888-0-10555	 	40	10555	 	 	 	 	 	165.1	-25.6	 	19710710	19710710	 	 	 	 	 	 	 	 	 	 	 	 	 	 	[36, 85, 106, 107]	 	 	 	 	 	 	 	 
40	era5.10365.bfr	MATCHING_ID_NONMATCHING_COORD	0-20777-0-10365	 	41	10365	 	 	 	 	 	[105.6, 105.6]	[3.6, 3.6]	 	19730507	19730507	 	 	 	 	 	 	 	 	 	 	 	 	 	 	[36, 85, 106, 107]	 	 	 	 	 	 	 	 
41	era5.9921.bfr	MATCHING_ID_NONMATCHING_COORD	0-20777-0-99021	 	42	99021	 	 	 	 	 	[-145.0, -145.0]	[27.67, 27.67]	 	19700611	19701217	 	 	 	 	 	 	 	 	 	 	 	 	 	 	[36, 85, 106, 107]	 	 	 	 	 	 	 	 
42	era5.10319.bfr	ORPHAN	0-20888-0-10319	 	43	10319	 	 	 	 	 	136.1	39.0	 	19710409	19710409	 	 	 	 	 	 	 	 	 	 	 	 	 	 	[36, 85, 106, 107]	 	 	 	 	 	 	 	 
43	era5.10357.bfr	ORPHAN	0-20888-0-10357	 	44	10357	 	 	 	 	 	13.5	39.9	 	19711113	19711113	 	 	 	 	 	 	 	 	 	 	 	 	 	 	[36, 85, 106, 107]	 	 	 	 	 	 	 	 
44	era5.10154.bfr	ORPHAN	0-20888-0-10154	 	45	10154	 	 	 	 	 	154.0	-9.2	 	19711106	19711106	 	 	 	 	 	 	 	 	 	 	 	 	 	 	[36, 85, 106, 107]	 	 	 	 	 	 	 	 
45	era5.36622.bfr	ORPHAN	0-20888-0-36622	 	46	36622	 	 	 	 	 	80.7	47.3	 	19661202	19680512	 	 	 	 	 	 	 	 	 	 	 	 	 	 	[36, 85, 106, 107]	 	 	 	 	 	 	 	 
46	era5.10380.bfr	ORPHAN	0-20888-0-10380	 	47	10380	 	 	 	 	 	63.3	-22.9	 	19730805	19730805	 	 	 	 	 	 	 	 	 	 	 	 	 	 	[36, 85, 106, 107]	 	 	 	 	 	 	 	 
47	era5.108.bfr	ORPHAN	0-20888-0-10008	 	48	10008	 	 	 	 	 	-127.1	30.8	 	19730117	19730828	 	 	 	 	 	 	 	 	 	 	 	 	 	 	[36, 85, 106, 107]	 	 	 	 	 	 	 	 
48	era5.10292.bfr	ORPHAN	0-20888-0-10292	 	49	10292	 	 	 	 	 	110.1	14.5	 	19730125	19730128	 	 	 	 	 	 	 	 	 	 	 	 	 	 	[36, 85, 106, 107]	 	 	 	 	 	 	 	 
49	era5.10823.bfr	ORPHAN	0-20888-0-10823	 	50	10823	 	 	 	 	 	-19.2	53.2	 	19710503	19710503	 	 	 	 	 	 	 	 	 	 	 	 	 	 	[36, 85, 106, 107]	 	 	 	 	 	 	 	 
50	era5.10261.bfr	COORDINATE_ISSUES	0-20666-0-10261	 	51	10261	 	 	 	 	 			 	19730209	19730225	 	 	 	 	 	 	 	 	 	 	 	 	 	 	[36, 85, 106, 107]	 	 	 	 	 	 	 	 
51	era5.60646.bfr	ORPHAN	0-20888-0-60646	 	52	60646	 	 	 	 	 	0.28	26.7	 	19630107	19630331	 	 	 	 	 	 	 	 	 	 	 	 	 	 	[36, 85, 106, 107]	 	 	 	 	 	 	 	 
52	era5.10934.bfr	MATCHING_ID_NONMATCHING_COORD	0-20777-0-10934	 	53	10934	 	 	 	 	 	[-37.5, -37.5]	[34.5, 34.5]	 	19720806	19720806	 	 	 	 	 	 	 	 	 	 	 	 	 	 	[36, 85, 106, 107]	 	 	 	 	 	 	 	 
53	era5.1029.bfr	ORPHAN	0-20888-0-10029	 	54	10029	 	 	 	 	 	-29.8	60.4	 	19710721	19710721	 	 	 	 	 	 	 	 	 	 	 	 	 	 	[36, 85, 106, 107]	 	 	 	 	 	 	 	 
54	era5.80464.bfr	ORPHAN	0-20888-0-80464	 	55	80464	 	 	 	 	 	-67.1	1.9	 	19740621	19740621	 	 	 	 	 	 	 	 	 	 	 	 	 	 	[36, 85, 106, 107]	 	 	 	 	 	 	 	 
55	era5.62761.bfr	ORPHAN	0-20888-0-62761	 	56	62761	 	 	 	 	 	33.6	14.0	 	19740814	19740814	 	 	 	 	 	 	 	 	 	 	 	 	 	 	[36, 85, 106, 107]	 	 	 	 	 	 	 	 
56	era5.12601.bfr	ORPHAN	0-20888-0-12601	 	57	12601	 	 	 	 	 	45.5	12.2	 	19770608	19770613	 	 	 	 	 	 	 	 	 	 	 	 	 	 	[36, 85, 106, 107]	 	 	 	 	 	 	 	 
57	era5.10231.bfr	ORPHAN	0-20888-0-10231	 	58	10231	 	 	 	 	 	108.3	2.8	 	19720704	19720704	 	 	 	 	 	 	 	 	 	 	 	 	 	 	[36, 85, 106, 107]	 	 	 	 	 	 	 	 
58	era5.1036.bfr	ORPHAN	0-20888-0-10036	 	59	10036	 	 	 	 	 	-36.0	25.0	 	19711127	19711127	 	 	 	 	 	 	 	 	 	 	 	 	 	 	[36, 85, 106, 107]	 	 	 	 	 	 	 	 
59	era5.10636.bfr	ORPHAN	0-20888-0-10636	 	60	10636	 	 	 	 	 	107.4	17.6	 	19720204	19720204	 	 	 	 	 	 	 	 	 	 	 	 	 	 	[36, 85, 106, 107]	 	 	 	 	 	 	 	 
60	era5.10153.bfr	ORPHAN	0-20888-0-10153	 	61	10153	 	 	 	 	 	-63.6	33.9	 	19710620	19710620	 	 	 	 	 	 	 	 	 	 	 	 	 	 	[36, 85, 106, 107]	 	 	 	 	 	 	 	 
61	era5.1032.bfr	COORDINATE_ISSUES	0-20666-0-10032	 	62	10032	 	 	 	 	 			 	19710521	19720803	 	 	 	 	 	 	 	 	 	 	 	 	 	 	[36, 85, 106, 107]	 	 	 	 	 	 	 	 
62	era5.10102.bfr	ORPHAN	0-20888-0-10102	 	63	10102	 	 	 	 	 	-13.9	31.4	 	19711021	19711021	 	 	 	 	 	 	 	 	 	 	 	 	 	 	[36, 85, 106, 107]	 	 	 	 	 	 	 	 
63	era5.10100.bfr	ORPHAN	0-20888-0-10100	 	64	10100	 	 	 	 	 	100.0	-55.2	 	19711012	19711022	 	 	 	 	 	 	 	 	 	 	 	 	 	 	[36, 85, 106, 107]	 	 	 	 	 	 	 	 
64	era5.10592.bfr	ORPHAN	0-20888-0-10592	 	65	10592	 	 	 	 	 	107.3	-3.2	 	19710924	19730602	 	 	 	 	 	 	 	 	 	 	 	 	 	 	[36, 85, 106, 107]	 	 	 	 	 	 	 	 
65	era5.10828.bfr	COORDINATE_ISSUES	0-20666-0-10828	 	66	10828	 	 	 	 	 			 	19710415	19710503	 	 	 	 	 	 	 	 	 	 	 	 	 	 	[36, 85, 106, 107]	 	 	 	 	 	 	 	 
66	era5.10493.bfr	ORPHAN	0-20888-0-10493	 	67	10493	 	 	 	 	 	-40.5	43.5	 	19710415	19710515	 	 	 	 	 	 	 	 	 	 	 	 	 	 	[36, 85, 106, 107]	 	 	 	 	 	 	 	 
67	era5.10303.bfr	ORPHAN	0-20888-0-10303	 	68	10303	 	 	 	 	 	139.7	83.1	 	19710826	19710826	 	 	 	 	 	 	 	 	 	 	 	 	 	 	[36, 85, 106, 107]	 	 	 	 	 	 	 	 
