	primary_id	primary_id_scheme	record_number	secondary_id	secondary_id_scheme	station_name	station_abbreviation	alternative_name	station_crs	longitude	latitude	local_gravity	start_date	end_date	station_type	platform_type	platform_sub_type	operating_institute	operating_territory	city	contact	role	observing_frequency	reporting_time	telecommunication_method	station_automation	measuring_system_model	measuring_system_id	observed_variables	comment	optional_data	bbox_min_longitude	bbox_max_longitude	bbox_min_latitude	bbox_max_latitude	metadata_contact	metadata_contact_role	distance_km	distance_km_minusLat	city_dist_km	elevation	file	inventory
0	0-20000-0-91294	0	1	2:21502	3	SOUTH POINT, HAWAII			0	-155.66666666666666	19.0		19400305	19400305	1	0	63	NMS	231	Hilo									[106, 107]							L.Haimberger	0	9.0		109.0	290.0	era5.1759.conv.2:21502	OSCAR
1	0-20300-0-99015	0	2	6:100197	3	OCEAN WEATHER SHIP J			0	-20.0	52.5		19710521	19710521	1	0	63	NMS	101	None									[38, 85, 106, 107, 117]							L.Haimberger	0	23.2		None	-999.0	era5.1759.conv.6:100197	IGRA2
2	0-20300-0-67194	0	3	1:67194	3	FAUX-CAP			0	45.533	-25.55		19700513	19700604	1	0	63	NMS	141	Tsihombe									[106, 107]							L.Haimberger	0	6.5		33.3	22.0	era5.1759.conv.1:67194	IGRA2
3	0-20000-0-31174	0	4	1:31174	3	BOL'SHOJ SHANTAR			0	137.53333333333333	54.833333333333336		19620606	19621010	1	0	63	NMS	190	Nikolayevsk-Na-Amure									[106, 107]							L.Haimberger	0	4.3		281.1	9.0	era5.1759.conv.1:31174	OSCAR
4	0-20500-0-24048	0	5	2:24048	3	GREYBULL BIG HORN CO			0	-108.07	44.52		19620103	19620103	1	0	63	NMS	231	Sheridan									[38, 85, 106, 107, 117]							L.Haimberger	0	0.0		93.6	1198.7784	era5.1759.conv.2:24048	WBAN
5	0-20000-0-40290	0	6	1:40290	3	JERUSALEM AIRPORT			0	35.21666666666667	31.866666666666667		19611017	19611017	1	0	63	NMS	182	Jerusalem									[106, 107]							L.Haimberger	0	0.5		10.0	759.0	era5.1759.conv.1:40290	OSCAR
6	0-20300-0-99006	0	7	6:100332	3	OCEAN WEATHER SHIP A			0	-33.0	62.0		19711006	19711006	1	0	63	NMS	83	None									[38, 85, 106, 107, 117]							L.Haimberger	0	15.3		None	-999.0	era5.1759.conv.6:100332	IGRA2
7	0-20300-0-99006	0	8	6:100328	3	OCEAN WEATHER SHIP A			0	-33.0	62.0		19710712	19710712	1	0	63	NMS	83	None									[38, 85, 106, 107, 117]							L.Haimberger	0	15.3		None	-999.0	era5.1759.conv.6:100328	IGRA2
8	0-20300-0-99006	0	9	6:100331	3	OCEAN WEATHER SHIP A			0	-33.0	62.0		19711015	19711015	1	0	63	NMS	83	None									[38, 85, 106, 107, 117]							L.Haimberger	0	12.3		None	-999.0	era5.1759.conv.6:100331	IGRA2
9	0-20000-0-63043	0	10	2:31403	3	ASSAB			0	42.71666666666667	13.066666666666666		19640811	19640819	1	0	63	NMS	66	Zabid									[38, 85, 117]							L.Haimberger	0	5.2		145.1	14.0	era5.1759.conv.2:31403	OSCAR
10	0-20300-0-99010	0	11	6:101398	3	OCEAN WEATHER SHIP E			0	-48.0	35.0		19710503	19710503	1	0	63	NMS	37	None									[38, 85, 106, 107, 117]							L.Haimberger	0	0.0		None	-999.0	era5.1759.conv.6:101398	IGRA2
11	0-20300-0-99018	0	12	6:105261	3	OCEAN WEATHER SHIP M			0	2.0	66.0		19711010	19711010	1	0	63	NMS	166	None									[38, 85, 106, 107, 117]							L.Haimberger	0	18.2		None	7.010400000000001	era5.1759.conv.6:105261	IGRA2
12	0-20000-0-91178	0	13	2:22529	3	KALAELOA, OAHU, HI.			0	-158.06666666666666	21.316666666666663		19420701	19420831	1	0	63	NMS	231	Makakilo City									[106, 107]							L.Haimberger	0	2.3		4.2	15.0	era5.1759.conv.2:22529	OSCAR
13	0-20500-0-42101	0	14	2:42101	3	HENGYANG			0	112.57	26.93		19440404	19440619	1	0	63	NMS	47	Hengyang									[106, 107]							L.Haimberger	0	0.0		6.4	74.0664	era5.1759.conv.2:42101	WBAN
