	file	kind	primary_id	primary_id_scheme	record_number	secondary_id	secondary_id_scheme	station_name	station_abbreviation	alternative_name	station_crs	longitude	latitude	local_gravity	start_date	end_date	station_type	platform_type	platform_sub_type	operating_institute	operating_territory	city	contact	role	observing_frequency	reporting_time	telecommunication_method	station_automation	measuring_system_model	measuring_system_id	observed_variables	comment	optional_data	bbox_min_longitude	bbox_max_longitude	bbox_min_latitude	bbox_max_latitude	metadata_contact	metadata_contact_role
0	era5.1759.conv.6:100954	ORPHAN	0-20888-0-6:100954	 	1	6:100954	 	 	 	 	 	95.4	-28.5	 	19710720	19710720	 	 	 	 	 	 	 	 	 	 	 	 	 	 	[85, 117]	 	 	 	 	 	 	 	 
1	era5.1759.conv.6:102317	ORPHAN	0-20888-0-6:102317	 	2	6:102317	 	 	 	 	 	108.3	2.8	 	19720704	19720704	 	 	 	 	 	 	 	 	 	 	 	 	 	 	[85, 117]	 	 	 	 	 	 	 	 
2	era5.1759.conv.6:102933	ORPHAN	0-20888-0-6:102933	 	3	6:102933	 	 	 	 	 	-128.3	29.2	 	19730226	19730226	 	 	 	 	 	 	 	 	 	 	 	 	 	 	[38, 85]	 	 	 	 	 	 	 	 
3	era5.1759.conv.6:106240	ORPHAN	0-20888-0-6:106240	 	4	6:106240	 	 	 	 	 	-170.8	44.6	 	19730530	19730530	 	 	 	 	 	 	 	 	 	 	 	 	 	 	[38, 85]	 	 	 	 	 	 	 	 
4	era5.1759.conv.1:57893	ORPHAN	0-20888-0-1:57893	 	5	1:57893 	 	 	 	 	 	114.9	26.78	 	19790911	19790920	 	 	 	 	 	 	 	 	 	 	 	 	 	 	[38, 85, 117]	 	 	 	 	 	 	 	 
5	era5.1759.conv.6:101267	MATCHING_ID_NONMATCHING_COORD	0-20777-0-6:101267	 	6	6:101267	 	 	 	 	 	[126.7, 126.7]	[20.0, 20.0]	 	19710724	19710724	 	 	 	 	 	 	 	 	 	 	 	 	 	 	[38, 85]	 	 	 	 	 	 	 	 
6	era5.1759.conv.6:101736	ORPHAN	0-20888-0-6:101736	 	7	6:101736	 	 	 	 	 	-173.6	-35.4	 	19710724	19710724	 	 	 	 	 	 	 	 	 	 	 	 	 	 	[38, 85]	 	 	 	 	 	 	 	 
7	era5.1759.conv.6:106533	ORPHAN	0-20888-0-6:106533	 	8	6:106533	 	 	 	 	 	135.0	27.8	 	19710727	19710727	 	 	 	 	 	 	 	 	 	 	 	 	 	 	[38, 85]	 	 	 	 	 	 	 	 
8	era5.1759.conv.1:7270	ORPHAN	0-20888-0-1:7270	 	9	1:7270  	 	 	 	 	 	3.93	47.07	 	19490117	19490117	 	 	 	 	 	 	 	 	 	 	 	 	 	 	[38, 85]	 	 	 	 	 	 	 	 
9	era5.1759.conv.6:108995	ORPHAN	0-20888-0-6:108995	 	10	6:108995	 	 	 	 	 	152.1	3.9	 	19720708	19720708	 	 	 	 	 	 	 	 	 	 	 	 	 	 	[85, 117]	 	 	 	 	 	 	 	 
10	era5.1759.conv.6:108855	ORPHAN	0-20888-0-6:108855	 	11	6:108855	 	 	 	 	 	0.5	83.1	 	19710612	19710612	 	 	 	 	 	 	 	 	 	 	 	 	 	 	[38, 85, 106, 107]	 	 	 	 	 	 	 	 
11	era5.1759.conv.6:101421	MATCHING_ID_NONMATCHING_COORD	0-20777-0-6:101421	 	12	6:101421	 	 	 	 	 	[142.1, 142.1]	[22.5, 22.5]	 	19710124	19710124	 	 	 	 	 	 	 	 	 	 	 	 	 	 	[38, 85]	 	 	 	 	 	 	 	 
12	era5.1759.conv.6:109169	ORPHAN	0-20888-0-6:109169	 	13	6:109169	 	 	 	 	 	126.9	16.9	 	19710520	19710520	 	 	 	 	 	 	 	 	 	 	 	 	 	 	[38, 85]	 	 	 	 	 	 	 	 
13	era5.1759.conv.6:104155	ORPHAN	0-20888-0-6:104155	 	14	6:104155	 	 	 	 	 	-45.0	15.0	 	19720728	19720728	 	 	 	 	 	 	 	 	 	 	 	 	 	 	[38, 85]	 	 	 	 	 	 	 	 
14	era5.1759.conv.6:106456	ORPHAN	0-20888-0-6:106456	 	15	6:106456	 	 	 	 	 	51.5	-23.7	 	19710820	19710820	 	 	 	 	 	 	 	 	 	 	 	 	 	 	[38, 85]	 	 	 	 	 	 	 	 
15	era5.1759.conv.6:104258	ORPHAN	0-20888-0-6:104258	 	16	6:104258	 	 	 	 	 	-58.5	15.6	 	19730903	19730903	 	 	 	 	 	 	 	 	 	 	 	 	 	 	[38, 85]	 	 	 	 	 	 	 	 
