	primary_id	primary_id_scheme	record_number	secondary_id	secondary_id_scheme	station_name	station_abbreviation	alternative_name	station_crs	longitude	latitude	local_gravity	start_date	end_date	station_type	platform_type	platform_sub_type	operating_institute	operating_territory	city	contact	role	observing_frequency	reporting_time	telecommunication_method	station_automation	measuring_system_model	measuring_system_id	observed_variables	comment	optional_data	bbox_min_longitude	bbox_max_longitude	bbox_min_latitude	bbox_max_latitude	metadata_contact	metadata_contact_role	distance_km	distance_km_minusLat	city_dist_km	elevation	file	inventory
45	0-20000-0-43371	0	46	woudc	3	THIRUVANANTHAPURAM (43371-0)			0	76.95	8.483333333333333		1969-07-29	2011-12-28	1	0	63	NMS	104	Thiruvananthapuram									['126', '137', '106', '107', '117']							L.Haimberger	0	5.7		2.8	5.2	woudc_8.47_77.0.csv	OSCAR
46	0-20000-0-07503	0	47	woudc	3	BISCAROSSE			0	-1.2475	44.431666666666665		1976-03-16	1983-01-19	1	0	63	NMS	74	La Teste-De-Buch									['126', '137', '106', '107', '117']							L.Haimberger	0	7.3		30.0	39.0	woudc_44.367_-1.233.csv	OSCAR
47	0-20000-0-07588	0	48	woudc	3	ST-AUBAN-SUR-DURANCE			0	5.989722222222222	44.06222222222222		1981-06-16	1997-04-03	1	0	63	NMS	74	Manosque									['126', '137', '106', '107', '117']							L.Haimberger	0	26.8		13.0	461.0	woudc_43.93_5.71.csv	OSCAR
48	0-20001-0-16546	0	49	woudc	3	DECIMOMANNU RDS			0	8.9675	39.34611111111112		1968-07-31	1980-07-25	1	0	63	NMS	109	Assemini									['126', '137', '106', '107', '117']							L.Haimberger	0	12.8		6.4	2.24	woudc_39.25_9.05.csv	OSCAR
49	0-20000-0-06672	0	50	woudc	3	ALTDORF			0	8.621944444444445	46.886944444444445		1966-11-04	1968-07-29	1	0	63	NMS	42	Schwyz									['126', '137', '106', '107', '117']							L.Haimberger	0	9.3		24.7	439.78	woudc_46.817_8.555.csv	OSCAR
50	0-20000-0-71866	0	51	woudc	3	SASKATOON DIEFENBAKER INT'L A, SASK			0	-106.71666666666668	52.16666666666666		1990-08-12	2004-09-11	1	0	63	NMS	37	Saskatoon									['126', '137', '106', '107', '117']							L.Haimberger	0	27.0		44.0	504.1	woudc_52.02_-107.03.csv	OSCAR
51	0-20000-0-15420	0	52	woudc	3	BUCURESTI BANEASA			0	26.078055555555554	44.51055555555556		2015-06-24	2015-10-14	1	0	63	NMS	188	Otopeni									['126', '137', '106', '107', '117']							L.Haimberger	0	0.0		4.4	91.2	woudc_44.511_26.078.csv	OSCAR
52	0-20500-0-94759	0	53	woudc	3	FORT TICONDEROGA			0	-73.4	43.88		2006-06-30	2006-08-30	1	0	63	NMS	231	Rutland									['126', '137', '106', '107', '117']							L.Haimberger	0	19.8		63.8	64.00800000000001	woudc_43.92_-73.64.csv	WBAN
53	0-20000-0-71573	0	54	woudc	3	DELHI CS, ONT			0	-80.55	42.86666666666667		2006-04-24	2006-08-25	1	0	63	NMS	37	Tilsonburg									['126', '137', '106', '107', '117']							L.Haimberger	0	29.9		31.6	231.7	woudc_42.6_-80.6.csv	OSCAR
54	0-20000-0-80222	0	55	woudc	3	BOGOTA/ELDORADO			0	-74.15	4.7		1998-02-16	2008-09-25	1	0	63	NMS	48	Funza									['126', '137', '106', '107', '117']							L.Haimberger	0	1.1		8.2	2546.0	woudc_4.7_-74.14.csv	OSCAR
