era5.1759.conv.2:34149	109
era5.1759.conv.2:12701	50
era5.1759.conv.1:7747	74
era5.1759.conv.1:62056	135
era5.1759.conv.2:23224	231
era5.1759.conv.2:41223	176
era5.1759.conv.1:60608	61
era5.1759.conv.1:61499	150
era5.1759.conv.2:23240	231
era5.1759.conv.2:23248	231
era5.1759.conv.1:41718	177
era5.1759.conv.1:80447	236
era5.1759.conv.2:11101	204
era5.1759.conv.2:14899	37
era5.1759.conv.1:63270	205
era5.1759.conv.2:12804	231
era5.1759.conv.2:31305	66
era5.1759.conv.2:12849	231
era5.1759.conv.1:78535	181
era5.1759.conv.2:13937	231
era5.1759.conv.1:72536	231
era5.1759.conv.1:61972	74
era5.1759.conv.2:14784	231
era5.1759.conv.6:22154	19
era5.1759.conv.2:93102	231
era5.1759.conv.2:94835	231
era5.1759.conv.1:63641	114
era5.1759.conv.1:87642	10
era5.1759.conv.1:64931	46
era5.1759.conv.1:72412	231
era5.1759.conv.2:13838	231
era5.1759.conv.1:42260	104
era5.1759.conv.1:67774	248
era5.1759.conv.2:31501	171
era5.1759.conv.2:13717	231
era5.1759.conv.1:74198	37
era5.1759.conv.2:17610	83
era5.1759.conv.2:10509	206
era5.1759.conv.1:76499	156
era5.1759.conv.1:97014	100
era5.1759.conv.6:22171	19
era5.1759.conv.1:43555	154
era5.1759.conv.2:33404	107
era5.1759.conv.1:47651	113
era5.1759.conv.1:7435	74
era5.1759.conv.1:17050	223
era5.1759.conv.1:72401	231
era5.1759.conv.6:20393	104
era5.1759.conv.2:22518	231
era5.1759.conv.1:58912	47
era5.1759.conv.1:64600	40
era5.1759.conv.6:60420	61
era5.1759.conv.1:54339	47
era5.1759.conv.2:14808	231
era5.1759.conv.1:60550	61
era5.1759.conv.6:20571	129
era5.1759.conv.1:52633	47
era5.1759.conv.2:13817	231
era5.1759.conv.1:37395	78
era5.1759.conv.1:63729	227
era5.1759.conv.1:44239	146
era5.1759.conv.1:81401	74
era5.1759.conv.2:50804	62
era5.1759.conv.1:76750	156
era5.1759.conv.6:20350	177
era5.1759.conv.2:13711	231
era5.1759.conv.6:20697	121
era5.1759.conv.2:14706	231
era5.1759.conv.2:11805	164
era5.1759.conv.1:62002	135
era5.1759.conv.2:13761	231
era5.1759.conv.1:47041	120
era5.1759.conv.1:82640	30
era5.1759.conv.1:67143	141
era5.1759.conv.1:61856	202
era5.1759.conv.1:60606	61
era5.1759.conv.2:11633	181
era5.1759.conv.2:25107	37
era5.1759.conv.2:93906	231
era5.1759.conv.1:63612	114
era5.1759.conv.1:47671	113
era5.1759.conv.1:65472	81
era5.1759.conv.1:47727	113
era5.1759.conv.1:61831	85
era5.1759.conv.2:26508	231
era5.1759.conv.2:32932	104
era5.1759.conv.2:12908	231
era5.1759.conv.1:47819	113
era5.1759.conv.2:14501	37
era5.1759.conv.1:82765	30
era5.1759.conv.1:96801	100
era5.1759.conv.2:23245	231
era5.1759.conv.1:66390	8
era5.1759.conv.1:40582	122
era5.1759.conv.1:31416	190
era5.1759.conv.2:93121	231
era5.1759.conv.1:51430	47
era5.1759.conv.2:14856	231
era5.1759.conv.2:43206	121
era5.1759.conv.1:72344	231
era5.1759.conv.1:40045	210
era5.1759.conv.1:87480	10
era5.1759.conv.2:13816	231
era5.1759.conv.2:22522	231
era5.1759.conv.2:33120	135
era5.1759.conv.1:44241	146
era5.1759.conv.2:14645	37
era5.1759.conv.1:72220	231
era5.1759.conv.2:14805	231
era5.1759.conv.2:93830	231
era5.1759.conv.2:23008	231
era5.1759.conv.6:61993	153
era5.1759.conv.1:72309	231
era5.1759.conv.1:67663	247
era5.1759.conv.2:14831	231
era5.1759.conv.1:72777	231
era5.1759.conv.2:11701	98
era5.1759.conv.1:13586	143
era5.1759.conv.1:60190	136
era5.1759.conv.2:3864	231
era5.1759.conv.2:33501	107
era5.1759.conv.1:47802	113
era5.1759.conv.1:47816	113
era5.1759.conv.2:23111	231
era5.1759.conv.2:12847	231
era5.1759.conv.1:87828	10
era5.1759.conv.2:15619	37
era5.1759.conv.1:47670	113
era5.1759.conv.2:43203	47
era5.1759.conv.2:93117	231
era5.1759.conv.2:93909	231
era5.1759.conv.2:14854	231
era5.1759.conv.1:8084	67
era5.1759.conv.2:13774	231
era5.1759.conv.2:13999	231
era5.1759.conv.1:63624	205
era5.1759.conv.1:47815	113
era5.1759.conv.1:72524	231
era5.1759.conv.1:74207	231
era5.1759.conv.1:87347	10
era5.1759.conv.1:72544	231
era5.1759.conv.2:10504	30
era5.1759.conv.1:42734	104
era5.1759.conv.2:24205	231
era5.1759.conv.1:87784	10
era5.1759.conv.2:93840	231
era5.1759.conv.2:10805	172
era5.1759.conv.2:33204	135
era5.1759.conv.2:12101	150
era5.1759.conv.1:72268	231
era5.1759.conv.1:64510	75
era5.1759.conv.2:93903	231
era5.1759.conv.1:82984	30
era5.1759.conv.2:23106	231
era5.1759.conv.2:43103	47
era5.1759.conv.1:47755	113
era5.1759.conv.1:74778	231
era5.1759.conv.1:33506	228
era5.1759.conv.1:76491	156
era5.1759.conv.2:23132	231
era5.1759.conv.1:72519	231
era5.1759.conv.2:31401	243
era5.1759.conv.2:3939	231
era5.1759.conv.2:24245	231
era5.1759.conv.2:13705	231
era5.1759.conv.1:60600	61
era5.1759.conv.1:40230	112
era5.1759.conv.1:47762	113
era5.1759.conv.2:13918	231
era5.1759.conv.2:35032	56
era5.1759.conv.2:42005	47
era5.1759.conv.6:33001	228
era5.1759.conv.1:68351	246
era5.1759.conv.1:26423	134
era5.1759.conv.1:64601	40
era5.1759.conv.2:12857	50
era5.1759.conv.2:10002	130
era5.1759.conv.1:67323	158
era5.1759.conv.1:40588	243
era5.1759.conv.2:26609	231
era5.1759.conv.1:97390	219
era5.1759.conv.1:42840	104
era5.1759.conv.1:13067	189
era5.1759.conv.2:41201	176
era5.1759.conv.1:85201	29
era5.1759.conv.2:93835	231
era5.1759.conv.1:13027	199
era5.1759.conv.1:60655	61
era5.1759.conv.2:13012	136
era5.1759.conv.2:22008	156
era5.1759.conv.2:43207	121
era5.1759.conv.1:64453	39
era5.1759.conv.1:47830	113
era5.1759.conv.2:24287	37
era5.1759.conv.1:85486	45
era5.1759.conv.1:97180	100
era5.1759.conv.6:20383	177
era5.1759.conv.1:84633	173
era5.1759.conv.1:17601	76
era5.1759.conv.2:40101	176
era5.1759.conv.2:10102	130
era5.1759.conv.1:72853	37
era5.1759.conv.1:82900	30
era5.1759.conv.6:20364	177
era5.1759.conv.1:70266	231
era5.1759.conv.6:20490	145
era5.1759.conv.1:93996	162
era5.1759.conv.1:60030	67
era5.1759.conv.2:22505	231
era5.1759.conv.1:41932	19
era5.1759.conv.1:63962	227
era5.1759.conv.2:12955	156
era5.1759.conv.2:34113	109
era5.1759.conv.1:65592	43
era5.1759.conv.1:65123	163
era5.1759.conv.2:31303	195
era5.1759.conv.1:58362	47
era5.1759.conv.2:13811	231
era5.1759.conv.2:24297	37
era5.1759.conv.1:44218	146
era5.1759.conv.2:12806	231
era5.1759.conv.6:20436	104
era5.1759.conv.1:40676	106
era5.1759.conv.2:14801	231
era5.1759.conv.1:40766	107
era5.1759.conv.2:14793	231
era5.1759.conv.1:52856	47
era5.1759.conv.2:24250	231
era5.1759.conv.1:60620	61
era5.1759.conv.1:47575	113
era5.1759.conv.1:12942	99
era5.1759.conv.6:60140	136
era5.1759.conv.1:62259	135
era5.1759.conv.2:33303	64
era5.1759.conv.2:43212	121
era5.1759.conv.6:110110	231
era5.1759.conv.2:34147	109
era5.1759.conv.2:93106	231
era5.1759.conv.1:57073	47
era5.1759.conv.2:23110	231
era5.1759.conv.1:42359	104
era5.1759.conv.1:6400	20
era5.1759.conv.1:37936	16
era5.1759.conv.1:66410	8
era5.1759.conv.1:67117	141
era5.1759.conv.2:25307	231
era5.1759.conv.1:53942	47
era5.1759.conv.1:6670	42
era5.1759.conv.1:67775	248
era5.1759.conv.1:13150	97
era5.1759.conv.1:72306	231
era5.1759.conv.1:60560	61
era5.1759.conv.2:3118	231
era5.1759.conv.1:47657	113
era5.1759.conv.1:17124	223
era5.1759.conv.2:23251	231
era5.1759.conv.1:54539	47
era5.1759.conv.1:48851	239
era5.1759.conv.1:6490	20
era5.1759.conv.2:67401	9
era5.1759.conv.2:42001	47
era5.1759.conv.1:72432	231
era5.1759.conv.1:72483	231
