	file	kind	primary_id	primary_id_scheme	record_number	secondary_id	secondary_id_scheme	station_name	station_abbreviation	alternative_name	station_crs	longitude	latitude	local_gravity	start_date	end_date	station_type	platform_type	platform_sub_type	operating_institute	operating_territory	city	contact	role	observing_frequency	reporting_time	telecommunication_method	station_automation	measuring_system_model	measuring_system_id	observed_variables	comment	optional_data	bbox_min_longitude	bbox_max_longitude	bbox_min_latitude	bbox_max_latitude	metadata_contact	metadata_contact_role
0	era5.1761.conv.2:23212	COORDINATE_ISSUES	0-20666-0-2:23212	 	1	2:23212 	 	 	 	 	 			 	19440825	19440825	 	 	 	 	 	 	 	 	 	 	 	 	 	 	[106, 107]	 	 	 	 	 	 	 	 
1	era5.1761.conv.9:4172	ORPHAN	0-20888-0-9:4172	 	2	9:4172  	 	 	 	 	 	32.0	61.67	 	19440623	19440701	 	 	 	 	 	 	 	 	 	 	 	 	 	 	[85, 117]	 	 	 	 	 	 	 	 
2	era5.1761.conv.2:21502	ORPHAN	0-20888-0-2:21502	 	3	2:21502 	 	 	 	 	 	-154.32	18.92	 	19400305	19401011	 	 	 	 	 	 	 	 	 	 	 	 	 	 	[106, 107]	 	 	 	 	 	 	 	 
3	era5.1761.conv.2:14718	ORPHAN	0-20888-0-2:14718	 	4	2:14718 	 	 	 	 	 	-71.38	40.83	 	19440506	19440614	 	 	 	 	 	 	 	 	 	 	 	 	 	 	[106, 107]	 	 	 	 	 	 	 	 
4	era5.1761.conv.2:26440	ORPHAN	0-20888-0-2:26440	 	5	2:26440 	 	 	 	 	 	-142.67	63.38	 	19410602	19420329	 	 	 	 	 	 	 	 	 	 	 	 	 	 	[106, 107]	 	 	 	 	 	 	 	 
5	era5.1761.conv.9:3783	ORPHAN	0-20888-0-9:3783	 	6	9:3783  	 	 	 	 	 	148.58	76.65	 	19570202	19570618	 	 	 	 	 	 	 	 	 	 	 	 	 	 	[85, 117]	 	 	 	 	 	 	 	 
6	era5.1761.conv.2:26635	ORPHAN	0-20888-0-2:26635	 	7	2:26635 	 	 	 	 	 	-162.25	62.12	 	19440108	19450613	 	 	 	 	 	 	 	 	 	 	 	 	 	 	[106, 107]	 	 	 	 	 	 	 	 
7	era5.1761.conv.2:13834	ORPHAN	0-20888-0-2:13834	 	8	2:13834 	 	 	 	 	 	-88.83	31.67	 	19431104	19440318	 	 	 	 	 	 	 	 	 	 	 	 	 	 	[106, 107]	 	 	 	 	 	 	 	 
8	era5.1761.conv.2:12907	ORPHAN	0-20888-0-2:12907	 	9	2:12907 	 	 	 	 	 	-98.53	27.53	 	19440601	19450304	 	 	 	 	 	 	 	 	 	 	 	 	 	 	[106, 107]	 	 	 	 	 	 	 	 
9	era5.1761.conv.2:25610	ORPHAN	0-20888-0-2:25610	 	10	2:25610 	 	 	 	 	 	-166.22	53.53	 	19430701	19450916	 	 	 	 	 	 	 	 	 	 	 	 	 	 	[106, 107]	 	 	 	 	 	 	 	 
10	era5.1761.conv.9:1259	ORPHAN	0-20888-0-9:1259	 	11	9:1259  	 	 	 	 	 	117.1	28.28	 	19570302	19580824	 	 	 	 	 	 	 	 	 	 	 	 	 	 	[106, 107]	 	 	 	 	 	 	 	 
11	era5.1761.conv.2:22513	ORPHAN	0-20888-0-2:22513	 	12	2:22513 	 	 	 	 	 	-154.43	19.08	 	19290130	19350623	 	 	 	 	 	 	 	 	 	 	 	 	 	 	[106, 107]	 	 	 	 	 	 	 	 
12	era5.1761.conv.2:24206	ORPHAN	0-20888-0-2:24206	 	13	2:24206 	 	 	 	 	 	-121.7	40.52	 	19440807	19441201	 	 	 	 	 	 	 	 	 	 	 	 	 	 	[106, 107]	 	 	 	 	 	 	 	 
13	era5.1761.conv.9:3114	ORPHAN	0-20888-0-9:3114	 	14	9:3114  	 	 	 	 	 	3.85	3.85	 	19440801	19450512	 	 	 	 	 	 	 	 	 	 	 	 	 	 	[106, 107]	 	 	 	 	 	 	 	 
14	era5.1761.conv.9:4116	ORPHAN	0-20888-0-9:4116	 	15	9:4116  	 	 	 	 	 	95.05	-72.13	 	19570701	19571119	 	 	 	 	 	 	 	 	 	 	 	 	 	 	[85, 117]	 	 	 	 	 	 	 	 
15	era5.1761.conv.2:23130	COORDINATE_ISSUES	0-20666-0-2:23130	 	16	2:23130 	 	 	 	 	 			 	19440330	19450222	 	 	 	 	 	 	 	 	 	 	 	 	 	 	[106, 107]	 	 	 	 	 	 	 	 
16	era5.1761.conv.2:12910	COORDINATE_ISSUES	0-20666-0-2:12910	 	17	2:12910 	 	 	 	 	 			 	19440725	19450814	 	 	 	 	 	 	 	 	 	 	 	 	 	 	[106, 107]	 	 	 	 	 	 	 	 
17	era5.1761.conv.9:1279	ORPHAN	0-20888-0-9:1279	 	18	9:1279  	 	 	 	 	 	-14.73	-7.97	 	19441020	19461028	 	 	 	 	 	 	 	 	 	 	 	 	 	 	[106, 107]	 	 	 	 	 	 	 	 
18	era5.1761.conv.2:13715	ORPHAN	0-20888-0-2:13715	 	19	2:13715 	 	 	 	 	 	-78.33	39.83	 	19270130	19320922	 	 	 	 	 	 	 	 	 	 	 	 	 	 	[106, 107]	 	 	 	 	 	 	 	 
