	primary_id	primary_id_scheme	record_number	secondary_id	secondary_id_scheme	station_name	station_abbreviation	alternative_name	station_crs	longitude	latitude	local_gravity	start_date	end_date	station_type	platform_type	platform_sub_type	operating_institute	operating_territory	city	contact	role	observing_frequency	reporting_time	telecommunication_method	station_automation	measuring_system_model	measuring_system_id	observed_variables	comment	optional_data	bbox_min_longitude	bbox_max_longitude	bbox_min_latitude	bbox_max_latitude	metadata_contact	metadata_contact_role	distance_km	distance_km_minusLat	city_dist_km	elevation	file	inventory
0	0-20000-0-62640	0	1	62640	3	ABU HAMED			0	33.31666666666667	19.53333333333333		20060103	20060905	1	0	63	NMS	195	Barbar									['126', '137', '106', '107', '117']							L.Haimberger	0	27.1		166.8	312.0	62640_amma.csv	OSCAR
1	0-20000-0-65046	0	2	65046	3	KANO			0	8.533333333333333	12.05		20060717	20061005	1	0	63	NMS	163	Kano									['126', '137', '106', '107', '117']							L.Haimberger	0	1.5		6.2	472.5	65046_amma.csv	OSCAR
2	0-20000-0-61226	0	3	61226	3	GAO			0	-0.05	16.266666666666666		20060104	20060317	1	0	63	NMS	144	Gao									['126', '137', '106', '107', '117']							L.Haimberger	0	0.4		0.4	260.0	61226_amma.csv	OSCAR
3	0-20000-0-67781	0	4	67781	3	MUTOKO			0	32.21666666666667	-17.416666666666668		20060619	20061224	1	0	63	NMS	248	Mutoko									['126', '137', '106', '107', '117']							L.Haimberger	0	4.2		5.1	1244.0	67781_amma.csv	OSCAR
4	0-20000-0-62641	0	5	62641	3	PORT SUDAN			0	37.21666666666667	19.58333333333333		20060208	20060724	1	0	63	NMS	195	Sawakin									['126', '137', '106', '107', '117']							L.Haimberger	0	27.4		34.4	42.0	62641_amma.csv	OSCAR
5	0-20000-0-67881	0	6	67881	3	RUSAPE			0	32.13333333333333	-18.53333333333333		20060630	20060804	1	0	63	NMS	248	Rusape									['126', '137', '106', '107', '117']							L.Haimberger	0	0.5		1.5	1430.0	67881_amma.csv	OSCAR
6	0-20000-0-65387	0	7	65387	3	LOME			0	1.25	6.166666666666667		20060521	20061028	1	0	63	NMS	215	Aflao									['126', '137', '106', '107', '117']							L.Haimberger	0	0.4		8.6	25.0	65387_amma.csv	OSCAR
7	0-20000-0-67005	0	8	67005	3	PAMANDZI (MAYOTTE)			0	45.282777777777774	-12.805555555555555		20060206	20061107	1	0	63	NMS	244	Dzaoudzi									['126', '137', '106', '107', '117']							L.Haimberger	0	2.0		5.5	8.0	67005_amma.csv	OSCAR
8	0-20000-0-62760	0	9	62760	3	EL FASHER			0	25.33333333333333	13.616666666666667		20060103	20061022	1	0	63	NMS	195	Umm Kaddadah									['126', '137', '106', '107', '117']							L.Haimberger	0	0.8		148.3	730.0	62760_amma.csv	OSCAR
9	0-20000-0-62650	0	10	62650	3	DONGOLA			0	30.48333333333333	19.166666666666668		20060103	20061224	1	0	63	NMS	195	Marawi									['126', '137', '106', '107', '117']							L.Haimberger	0	0.8		159.6	226.0	62650_amma.csv	OSCAR
