	primary_id	primary_id_scheme	record_number	secondary_id	secondary_id_scheme	station_name	station_abbreviation	alternative_name	station_crs	longitude	latitude	local_gravity	start_date	end_date	station_type	platform_type	platform_sub_type	operating_institute	operating_territory	city	contact	role	observing_frequency	reporting_time	telecommunication_method	station_automation	measuring_system_model	measuring_system_id	observed_variables	comment	optional_data	bbox_min_longitude	bbox_max_longitude	bbox_min_latitude	bbox_max_latitude	metadata_contact	metadata_contact_role	distance_km	distance_km_minusLat	city_dist_km	elevation	file	inventory
0	0-20000-0-66450	0	1	66450	3	BAIA DOS TIGRES			0	11.716666666666669	-16.6		20141023	20141023	1	0	63	NMS	8	Namibe									['38', '85', '106', '107']							L.Haimberger	0	0.4		162.1	1.0	uadb_windc_66450.txt	OSCAR
1	0-20700-0-36428	0	2	36421	3	ULKEN NARYN              			0	84.0	49.0		19660603	19680430	1	0	63	NMS	124	Zyryanovsk									['38', '85', '106', '107']							L.Haimberger	0	22.2		63.1	-999.0	uadb_windc_36421.txt	WMO
2	0-20000-0-31174	0	3	31174	3	BOL'SHOJ SHANTAR			0	137.53333333333333	54.833333333333336		19620314	19630630	1	0	63	NMS	190	Nikolayevsk-Na-Amure									['38', '85', '106', '107']							L.Haimberger	0	4.3		281.1	9.0	uadb_windc_31174.txt	OSCAR
3	0-20000-0-64705	0	4	64705	3	BOUSSO			0	16.716666666666665	10.483333333333333		20121220	20121220	1	0	63	NMS	213	Bousso									['38', '85', '106', '107']							L.Haimberger	0	0.5		0.5	336.0	uadb_windc_64705.txt	OSCAR
4	0-20000-0-60355	0	5	60355	3	SKIKDA			0	6.9	36.88333333333333		19760120	20030712	1	0	63	NMS	61	Constantine									['38', '85', '106', '107']							L.Haimberger	0	4.7		63.6	3.0	uadb_windc_60355.txt	OSCAR
5	0-20300-0-89593	0	6	89593	3	PIONERSKAVA			0	95.05	-69.73		19580313	19581231	1	0	63	NMS	9	None									['38', '85', '106', '107']							L.Haimberger	0	0.0		None	2701.0	uadb_trhc_89593.txt	IGRA2
6	0-20000-0-47101	0	7	47101	3	CHUNCHEON			0	127.73583333333332	37.9025		20120906	20200117	1	0	63	NMS	121	Seoul									['38', '85', '106', '107']							L.Haimberger	0	0.5		75.0	78.71	uadb_trhc_47101.txt	OSCAR
7	0-20000-0-74734	0	8	74733	3	White Sands Space Harbor			0	-106.46416666666669	32.88111111111111		20210316	20230424	1	0	63	NMS	231	Alamogordo									['38', '85', '106', '107']							L.Haimberger	0	6.4		41.2	1258.0	uadb_trhc_74733.txt	OSCAR
8	0-20000-0-96529	0	9	96529	3	TANJUNG REDEP/KALIMARAU			0	117.4327777777778	2.1438888888888887		20090330	20110103	1	0	63	NMS	100	Tarakan									['38', '85', '106', '107']							L.Haimberger	0	3.3		132.1	26.0	uadb_trhc_96529.txt	OSCAR
9	0-20000-0-51765	0	10	51765	3	TIKANLIK			0	87.7	40.63333333333333		19660825	19911029	1	0	63	NMS	47	Korla									['38', '85', '106', '107']							L.Haimberger	0	0.4		180.9	847.0	uadb_trhc_51765.txt	OSCAR
