	primary_id	primary_id_scheme	record_number	secondary_id	secondary_id_scheme	station_name	station_abbreviation	alternative_name	station_crs	longitude	latitude	local_gravity	start_date	end_date	station_type	platform_type	platform_sub_type	operating_institute	operating_territory	city	contact	role	observing_frequency	reporting_time	telecommunication_method	station_automation	measuring_system_model	measuring_system_id	observed_variables	comment	optional_data	bbox_min_longitude	bbox_max_longitude	bbox_min_latitude	bbox_max_latitude	metadata_contact	metadata_contact_role
0	0-20000-0-94332	0	1	ASM00094332	3	MOUNT ISA AERO			0	139.48749999999998	-20.67777777777778		19750525	20250102	1	0	63	NMS	13	Mount Isa									['85', '38', '106', '107']							L.Haimberger	0
1	0-20000-0-78862	0	2	ACM00078861	3	VC BIRD INT'L AIRPORT ANTIGUA			0	-61.78333333333333	17.116666666666667		19470108	19930428	1	0	63	NMS	3	Sainte-Rose									['85', '38', '106', '107']							L.Haimberger	0
2	0-20000-0-41217	0	3	AEM00041217	3	ABU DHABI INTERNATIONAL AIRPORT			0	54.65	24.433333333333334		19831201	20250104	1	0	63	NMS	1	Abu Dhabi									['85', '38', '106', '107']							L.Haimberger	0
3	0-20000-0-41194	0	4	AEXUAE05467	3	DUBAI INTERNATIONAL AIRPORT			0	55.333333333333336	25.25		19350722	19420330	1	0	63	NMS	1	Dubai									['85', '38', '106', '107']							L.Haimberger	0
4	0-20000-0-40911	0	5	AFM00040911	3	MAZAR-I-SHARIF			0	67.2	36.7		20100301	20141231	1	0	63	NMS	2	Kholm									['85', '38', '106', '107']							L.Haimberger	0
5	0-20000-0-40913	0	6	AFM00040913	3	KUNDUZ			0	68.91666666666667	36.66666666666666		20100602	20130930	1	0	63	NMS	2	Qunduz									['85', '38', '106', '107']							L.Haimberger	0
6	0-20000-0-40938	0	7	AFM00040938	3	HERAT			0	62.21666666666667	34.21666666666667		19780202	19880622	1	0	63	NMS	2	Herat									['85', '38', '106', '107']							L.Haimberger	0
7	0-20000-0-40948	0	8	AFM00040948	3	KABUL AIRPORT			0	69.21666666666667	34.55		19610806	20210814	1	0	63	NMS	2	Kabul									['85', '38', '106', '107']							L.Haimberger	0
8	0-20000-0-40990	0	9	AFM00040990	3	KANDAHAR AIRPORT			0	65.85	31.5		19760703	20141014	1	0	63	NMS	2	Qandahar									['85', '38', '106', '107']							L.Haimberger	0
9	0-20000-0-60355	0	10	AGM00060355	3	SKIKDA			0	6.9	36.88333333333333		19740301	19760430	1	0	63	NMS	61	Constantine									['85', '38', '106', '107']							L.Haimberger	0
10	0-20000-0-60360	0	11	AGM00060360	3	ANNABA			0	7.816666666666666	36.833333333333336		19730101	20080701	1	0	63	NMS	61	Tabarqah									['85', '38', '106', '107']							L.Haimberger	0
11	0-20000-0-60390	0	12	AGM00060390	3	DAR-EL-BEIDA			0	3.216666666666667	36.69		19480301	20250104	1	0	63	NMS	61	Algiers									['85', '38', '106', '107']							L.Haimberger	0
12	0-20000-0-60402	0	13	AGM00060402	3	BEJAIA-AEROPORT			0	5.066666666666666	36.71666666666667		19730102	19880326	1	0	63	NMS	61	Tazmalt									['85', '38', '106', '107']							L.Haimberger	0
13	0-20000-0-60419	0	14	AGM00060419	3	CONSTANTINE			0	6.616666666666667	36.28333333333333		19730103	20080630	1	0	63	NMS	61	Constantine									['85', '38', '106', '107']							L.Haimberger	0
14	0-20000-0-60425	0	15	AGM00060425	3	CHLEF			0	1.3333333333333333	36.21666666666667		19730525	19770715	1	0	63	NMS	61	Sidi Ali									['85', '38', '106', '107']							L.Haimberger	0
