	primary_id	primary_id_scheme	record_number	secondary_id	secondary_id_scheme	station_name	station_abbreviation	alternative_name	station_crs	longitude	latitude	local_gravity	start_date	end_date	station_type	platform_type	platform_sub_type	operating_institute	operating_territory	city	contact	role	observing_frequency	reporting_time	telecommunication_method	station_automation	measuring_system_model	measuring_system_id	observed_variables	comment	optional_data	bbox_min_longitude	bbox_max_longitude	bbox_min_latitude	bbox_max_latitude	metadata_contact	metadata_contact_role
94	0-20000-0-28659	0	95	28659	3	KURTAMYSH			0	64.43333333333334	54.91666666666666		20001229	20001229	1	0	63	NMS	190	Kurtamysh									[36, 38, 39, 85, 104, 105, 106, 107, 117]							L.Haimberger	0
95	0-20000-0-22559	0	96	22559	3	HOLMOGORY			0	41.65888888888889	64.22055555555556		19840303	19840303	1	0	63	NMS	190	Pervomayskiy									[36, 38, 39, 85, 104, 105, 106, 107, 117]							L.Haimberger	0
96	0-20000-0-43321	0	97	43319	3	COIMBATORE/PEELAMEDU			0	77.05	11.033333333333333		19790815	19790815	1	0	63	NMS	104	Singanallur									[104, 105, 106, 107, 117]							L.Haimberger	0
97	0-20000-0-78948	0	98	78948	3	HEWANORRA INT'L AIRPORT			0	-60.95	13.75		20040608	20040608	1	0	63	NMS	127	Castries									[36, 38, 39, 85, 104, 105, 106, 107, 117]							L.Haimberger	0
98	0-20000-0-29023	0	99	28023	3	NAPAS			0	81.95	59.85		19840424	19840424	1	0	63	NMS	190	Kolpashevo									[104, 105, 106, 107, 117]							L.Haimberger	0
99	0-20000-0-38475	0	100	38475	3	ANDIZAN			0	72.31666666666666	40.73333333333333		19791120	19860102	1	0	63	NMS	233	Andijon									[36, 38, 39, 85, 104, 105, 106, 107, 117]							L.Haimberger	0
100	0-20000-0-83746	0	101	83744	3	GALEAO			0	-43.25	-22.816666666666666		19910222	19910222	1	0	63	NMS	30	Niteroi									[104, 105, 106, 107, 117]							L.Haimberger	0
101	0-20000-0-41977	0	102	41944	3	CHITTAGONG (AMBAGAN)			0	91.81666666666666	22.35		19810114	19810114	1	0	63	NMS	19	Raozan									[39, 106, 107, 117]							L.Haimberger	0
102	0-20000-0-25956	0	103	25956	3	APUKA			0	169.66666666666666	60.43333333333333		19880305	19880305	1	0	63	NMS	190	None									[36, 38, 39, 85, 104, 105, 106, 107, 117]							L.Haimberger	0
103	0-20000-0-65361	0	104	62495	3	SOKODE			0	1.15	8.983333333333333		19850426	19871130	1	0	63	NMS	215	Sokode									[104, 105, 106, 107, 117]							L.Haimberger	0
104	0-20000-0-94870	0	105	95865	3	MOORABBIN AIRPORT			0	145.09638888888892	-37.98		19800401	19800401	1	0	63	NMS	13	Cranbourne									[36, 38, 39, 85, 104, 105, 106, 107, 117]							L.Haimberger	0
