	primary_id	primary_id_scheme	record_number	secondary_id	secondary_id_scheme	station_name	station_abbreviation	alternative_name	station_crs	longitude	latitude	local_gravity	start_date	end_date	station_type	platform_type	platform_sub_type	operating_institute	operating_territory	city	contact	role	observing_frequency	reporting_time	telecommunication_method	station_automation	measuring_system_model	measuring_system_id	observed_variables	comment	optional_data	bbox_min_longitude	bbox_max_longitude	bbox_min_latitude	bbox_max_latitude	metadata_contact	metadata_contact_role	distance_km	distance_km_minusLat	city_dist_km	elevation	file	inventory
18	0-20000-0-94474	0	19	94464	3	PUKATJA			0	132.1772222222222	-26.26361111111111		19800826	19800826	1	0	63	NMS	13	Alice Springs									[104, 105, 106, 107, 117]							L.Haimberger	0	6.0		336.9	703.5	era5.conv._94464	OSCAR
19	0-20000-0-94980	0	20	94984	3	FLINDERS ISLAND AIRPORT			0	148.0025	-40.09111111111111		19810510	19810510	1	0	63	NMS	13	Launceston									[104, 105, 106, 107, 117]							L.Haimberger	0	3.5		164.4	9.5	era5.conv._94984	OSCAR
20	0-20000-0-48089	0	21	48089	3	SHWEGYIN			0	96.86666666666666	17.916666666666668		19921126	19921126	1	0	63	NMS	145	Nyaunglebin									[104, 105, 106, 107, 117]							L.Haimberger	0	0.5		14.9	14.0	era5.conv._48089	OSCAR
21	0-20000-0-94356	0	22	94356	3	CHARTERS TOWERS AIRPORT			0	146.27083333333334	-20.04638888888889		19801207	19801207	1	0	63	NMS	13	Townsville									[104, 105, 106, 107, 117]							L.Haimberger	0	3.4		106.3	291.0	era5.conv._94356	OSCAR
22	0-20000-0-68114	0	23	68108	3	OMARURU			0	15.933333333333334	-21.416666666666668		19931017	19931017	1	0	63	NMS	159	Omaruru									[104, 105, 106, 107, 117]							L.Haimberger	0	21.4		23.2	1217.0	era5.conv._68108	OSCAR
23	0-20000-0-62635	0	24	62635	3	ARBAT			0	36.96666666666667	19.83333333333333		19930429	19930429	1	0	63	NMS	195	Sawakin									[104, 105, 106, 107, 117]							L.Haimberger	0	0.5		88.8	120.0	era5.conv._62635	OSCAR
24	0-20000-0-16723	0	25	16723	3	SAMOS (AIRPORT)			0	26.91611111111111	37.69083333333333		19850316	19850316	1	0	63	NMS	88	Soke									[104, 105, 106, 107, 117]							L.Haimberger	0	1.1		43.2	11.28	era5.conv._16723	OSCAR
25	0-20000-0-02417	0	26	2417	3	PALGRUNDEN			0	13.15	58.75		20000510	20000510	1	0	63	NMS	196	Lidkoping									[104, 105, 106, 107, 117]							L.Haimberger	0	6.2		30.5	50.0	era5.conv._02417	OSCAR
26	0-20000-0-22408	0	27	22408	3	KALEVALA			0	31.15	65.21666666666667		19870802	19870802	1	0	63	NMS	190	Kostomuksha									[36, 38, 39, 85, 104, 105, 106, 107, 117]							L.Haimberger	0	2.1		59.7	120.0	era5.conv._22408	OSCAR
27	0-20000-0-63612	0	28	47373	3	LODWAR			0	35.59027777777778	3.118611111111111		19850906	19850906	1	0	63	NMS	114	Lodwar									[104, 105, 106, 107, 117]							L.Haimberger	0	3.3		2.3	515.0	era5.conv._47373	OSCAR
28	0-20000-0-16716	0	29	51999	3	ATHINAI HELLINIKON			0	23.741666666666667	37.88972222222222		19850426	19850426	1	0	63	NMS	88	Ellinikon									[104, 105, 106, 107, 117]							L.Haimberger	0	1.5		1.9	73.45	era5.conv._51999	OSCAR
29	0-20000-0-29862	0	30	29866	3	ABAKAN			0	91.31666666666666	53.766666666666666		19951020	19951020	1	0	63	NMS	190	Minusinsk									[36, 38, 39, 85, 104, 105, 106, 107, 117]							L.Haimberger	0	26.4		1.4	254.49	era5.conv._29866	OSCAR
30	0-20000-0-40769	0	31	40769	3	ARAK (40769-0)			0	49.78333333333333	34.07194444444445		19810908	19810908	1	0	63	NMS	107	Arak									[36, 38, 39, 85, 104, 105, 106, 107, 117]							L.Haimberger	0	7.7		1.6	1703.0	era5.conv._40769	OSCAR
