	file	kind	primary_id	primary_id_scheme	record_number	secondary_id	secondary_id_scheme	station_name	station_abbreviation	alternative_name	station_crs	longitude	latitude	local_gravity	start_date	end_date	station_type	platform_type	platform_sub_type	operating_institute	operating_territory	city	contact	role	observing_frequency	reporting_time	telecommunication_method	station_automation	measuring_system_model	measuring_system_id	observed_variables	comment	optional_data	bbox_min_longitude	bbox_max_longitude	bbox_min_latitude	bbox_max_latitude	metadata_contact	metadata_contact_role
0	era5.conv.199012.85972	ORPHAN	0-20888-0-85972	 	1	85972	 	 	 	 	 	-68.72	-56.6	 	19901201	19920821	 	 	 	 	 	 	 	 	 	 	 	 	 	 	[36, 38, 39, 85, 104, 105, 106, 107, 117]	 	 	 	 	 	 	 	 
1	era5.conv.197911.58737	ORPHAN	0-20888-0-58737	 	2	58737	 	 	 	 	 	118.3	27.05	 	19791101	19890912	 	 	 	 	 	 	 	 	 	 	 	 	 	 	[36, 38, 39, 85, 104, 105, 106, 107, 117]	 	 	 	 	 	 	 	 
2	era5.conv.198107.98222	ORPHAN	0-20888-0-98222	 	3	98222	 	 	 	 	 	120.38	17.57	 	19810701	20020612	 	 	 	 	 	 	 	 	 	 	 	 	 	 	[36, 38, 39, 85, 104, 105, 106, 107, 117]	 	 	 	 	 	 	 	 
3	era5.conv.197908.48100	ORPHAN	0-20888-0-48100	 	4	48100	 	 	 	 	 	97.23	17.22	 	19790801	19791124	 	 	 	 	 	 	 	 	 	 	 	 	 	 	[36, 38, 39, 85, 104, 105, 106, 107, 117]	 	 	 	 	 	 	 	 
4	era5.conv.198008.94732	ORPHAN	0-20888-0-94732	 	5	94732	 	 	 	 	 	148.83	-34.27	 	19800801	19800804	 	 	 	 	 	 	 	 	 	 	 	 	 	 	[36, 38, 39, 85, 104, 105, 106, 107, 117]	 	 	 	 	 	 	 	 
5	era5.conv.198205.57759	ORPHAN	0-20888-0-57759	 	6	57759	 	 	 	 	 	110.98	27.35	 	19820501	19940115	 	 	 	 	 	 	 	 	 	 	 	 	 	 	[36, 38, 39, 85, 104, 105, 106, 107, 117]	 	 	 	 	 	 	 	 
6	era5.conv.198108.94641	ORPHAN	0-20888-0-94641	 	7	94641	 	 	 	 	 	128.2	-31.83	 	19810801	19810826	 	 	 	 	 	 	 	 	 	 	 	 	 	 	[36, 38, 39, 85, 104, 105, 106, 107, 117]	 	 	 	 	 	 	 	 
7	era5.conv.197909.31895	ORPHAN	0-20888-0-31895	 	8	31895	 	 	 	 	 	135.47	45.63	 	19790901	19790903	 	 	 	 	 	 	 	 	 	 	 	 	 	 	[104, 105, 106, 107, 117]	 	 	 	 	 	 	 	 
8	era5.conv.200104.94611	ORPHAN	0-20888-0-94611	 	9	94611	 	 	 	 	 	116.0	-30.63	 	20010401	20010415	 	 	 	 	 	 	 	 	 	 	 	 	 	 	[36, 38, 39, 85, 104, 105, 106, 107, 117]	 	 	 	 	 	 	 	 
9	era5.conv.198401.98815	ORPHAN	0-20888-0-98815	 	10	98815	 	 	 	 	 	118.08	7.0	 	19840101	19840122	 	 	 	 	 	 	 	 	 	 	 	 	 	 	[36, 38, 39, 85, 104, 105, 106, 107, 117]	 	 	 	 	 	 	 	 
10	era5.conv.197908.51931	ORPHAN	0-20888-0-51931	 	11	51931	 	 	 	 	 	81.66	36.85	 	19790801	19790807	 	 	 	 	 	 	 	 	 	 	 	 	 	 	[104, 105, 106, 107, 117]	 	 	 	 	 	 	 	 
11	era5.conv.197908.57016	ORPHAN	0-20888-0-57016	 	12	57016	 	 	 	 	 	107.08	34.21	 	19790801	19790802	 	 	 	 	 	 	 	 	 	 	 	 	 	 	[36, 38, 39, 85, 104, 105, 106, 107, 117]	 	 	 	 	 	 	 	 
12	era5.conv.197907.47858	ORPHAN	0-20888-0-47858	 	13	47858	 	 	 	 	 	129.78	33.75	 	19790701	19951018	 	 	 	 	 	 	 	 	 	 	 	 	 	 	[36, 38, 39, 85, 104, 105, 106, 107, 117]	 	 	 	 	 	 	 	 
13	era5.conv.198403.47907	ORPHAN	0-20888-0-47907	 	14	47907	 	 	 	 	 	128.88	27.83	 	19840301	19840317	 	 	 	 	 	 	 	 	 	 	 	 	 	 	[104, 105, 106, 107, 117]	 	 	 	 	 	 	 	 
14	era5.conv.197908.41574	ORPHAN	0-20888-0-41574	 	15	41574	 	 	 	 	 	71.45	32.11	 	19790801	19790809	 	 	 	 	 	 	 	 	 	 	 	 	 	 	[104, 105, 106, 107, 117]	 	 	 	 	 	 	 	 
15	era5.conv.198108.61091	ORPHAN	0-20888-0-61091	 	16	61091	 	 	 	 	 	8.93	12.98	 	19810801	19911003	 	 	 	 	 	 	 	 	 	 	 	 	 	 	[104, 105, 106, 107, 117]	 	 	 	 	 	 	 	 
16	era5.conv.198912.03004	ORPHAN	0-20888-0-03004	 	17	3004	 	 	 	 	 	-1.38	60.53	 	19891201	19891226	 	 	 	 	 	 	 	 	 	 	 	 	 	 	[104, 105, 106, 107, 117]	 	 	 	 	 	 	 	 
17	era5.conv.197908.41569	ORPHAN	0-20888-0-41569	 	18	41569	 	 	 	 	 	72.37	33.77	 	19790801	19800710	 	 	 	 	 	 	 	 	 	 	 	 	 	 	[104, 105, 106, 107, 117]	 	 	 	 	 	 	 	 
18	era5.conv.198802.42121	ORPHAN	0-20888-0-42121	 	19	42121	 	 	 	 	 	80.25	30.12	 	19880201	19880202	 	 	 	 	 	 	 	 	 	 	 	 	 	 	[104, 105, 106, 107, 117]	 	 	 	 	 	 	 	 
19	era5.conv.197908.47601	ORPHAN	0-20888-0-47601	 	20	47601	 	 	 	 	 	136.92	37.85	 	19790801	19991112	 	 	 	 	 	 	 	 	 	 	 	 	 	 	[104, 105, 106, 107, 117]	 	 	 	 	 	 	 	 
20	era5.conv.198505.02158	ORPHAN	0-20888-0-02158	 	21	2158	 	 	 	 	 	20.78	65.13	 	19850501	19950505	 	 	 	 	 	 	 	 	 	 	 	 	 	 	[36, 38, 39, 85, 104, 105, 106, 107, 117]	 	 	 	 	 	 	 	 
21	era5.conv.197905.54774	ORPHAN	0-20888-0-54774	 	22	54774	 	 	 	 	 	122.12	37.5	 	19790501	19901101	 	 	 	 	 	 	 	 	 	 	 	 	 	 	[36, 38, 39, 85, 104, 105, 106, 107, 117]	 	 	 	 	 	 	 	 
22	era5.conv.198811.58919	ORPHAN	0-20888-0-58919	 	23	58919	 	 	 	 	 	6.12	33.5	 	19881101	19891209	 	 	 	 	 	 	 	 	 	 	 	 	 	 	[104, 105, 106, 107, 117]	 	 	 	 	 	 	 	 
23	era5.conv.197907.67207	ORPHAN	0-20888-0-67207	 	24	67207	 	 	 	 	 	34.76	-12.13	 	19790701	19790730	 	 	 	 	 	 	 	 	 	 	 	 	 	 	[104, 105, 106, 107, 117]	 	 	 	 	 	 	 	 
24	era5.conv.199212.26498	ORPHAN	0-20888-0-26498	 	25	26498	 	 	 	 	 	34.32	56.27	 	19921201	19921214	 	 	 	 	 	 	 	 	 	 	 	 	 	 	[36, 38, 39, 85, 104, 105, 106, 107, 117]	 	 	 	 	 	 	 	 
25	era5.conv.198105.40915	ORPHAN	0-20888-0-40915	 	26	40915	 	 	 	 	 	69.5	36.73	 	19810501	19810506	 	 	 	 	 	 	 	 	 	 	 	 	 	 	[104, 105, 106, 107, 117]	 	 	 	 	 	 	 	 
26	era5.conv.198708.97438	ORPHAN	0-20888-0-97438	 	27	97438	 	 	 	 	 	127.92	0.35	 	19870801	19870809	 	 	 	 	 	 	 	 	 	 	 	 	 	 	[104, 105, 106, 107, 117]	 	 	 	 	 	 	 	 
27	era5.conv.200105.60739	ORPHAN	0-20888-0-60739	 	28	60739	 	 	 	 	 	8.45	35.15	 	20010501	20010520	 	 	 	 	 	 	 	 	 	 	 	 	 	 	[104, 105, 106, 107, 117]	 	 	 	 	 	 	 	 
28	era5.conv.198902.62339	ORPHAN	0-20888-0-62339	 	29	62339	 	 	 	 	 	30.47	31.03	 	19890201	20010613	 	 	 	 	 	 	 	 	 	 	 	 	 	 	[36, 38, 39, 85, 104, 105, 106, 107, 117]	 	 	 	 	 	 	 	 
29	era5.conv.198710.89059	COORDINATE_ISSUES	0-20666-0-89059	 	30	89059	 	 	 	 	 			 	19871001	19940216	 	 	 	 	 	 	 	 	 	 	 	 	 	 	[36, 38, 39, 85, 104, 105, 106, 107, 117]	 	 	 	 	 	 	 	 
30	era5.conv.197906.94323	ORPHAN	0-20888-0-94323	 	31	94323	 	 	 	 	 	132.43	-24.38	 	19790601	19790601	 	 	 	 	 	 	 	 	 	 	 	 	 	 	[104, 105, 106, 107, 117]	 	 	 	 	 	 	 	 
31	era5.conv.197906.40641	ORPHAN	0-20888-0-40641	 	32	40641	 	 	 	 	 	38.73	32.72	 	19790601	19800415	 	 	 	 	 	 	 	 	 	 	 	 	 	 	[104, 105, 106, 107, 117]	 	 	 	 	 	 	 	 
32	era5.conv.198802.97890	ORPHAN	0-20888-0-97890	 	33	97890	 	 	 	 	 	129.67	-7.83	 	19880201	19880214	 	 	 	 	 	 	 	 	 	 	 	 	 	 	[104, 105, 106, 107, 117]	 	 	 	 	 	 	 	 
33	era5.conv.198104.47431	ORPHAN	0-20888-0-47431	 	34	47431	 	 	 	 	 	141.18	41.82	 	19810401	19810802	 	 	 	 	 	 	 	 	 	 	 	 	 	 	[104, 105, 106, 107, 117]	 	 	 	 	 	 	 	 
34	era5.conv.198803.35749	ORPHAN	0-20888-0-35749	 	35	35749	 	 	 	 	 	62.5	46.72	 	19880301	19880314	 	 	 	 	 	 	 	 	 	 	 	 	 	 	[104, 105, 106, 107, 117]	 	 	 	 	 	 	 	 
35	era5.conv.197905.41572	ORPHAN	0-20888-0-41572	 	36	41572	 	 	 	 	 	72.91	33.98	 	19790501	19790526	 	 	 	 	 	 	 	 	 	 	 	 	 	 	[36, 38, 39, 85, 104, 105, 106, 107, 117]	 	 	 	 	 	 	 	 
