	date_time	sensor_id	date_time_conv
0	1332687600	b'S07 '	1942-03-26 15:00:00
46518	2847916800	b'SRS '	1990-04-01 00:00:00
59095	3124177200	b'SRK '	1999-01-01 11:00:00
74196	3450423600	b'SRA '	2009-05-04 11:00:00
77823	3560756400	b'SGG '	2012-11-01 11:00:00
77944	3565983600	b'26.0'	2012-12-31 23:00:00
78162	3575401200	b'nan'	2013-04-19 23:00:00
78928	3608449320	b'126.'	2014-05-07 11:02:00
81154	3704525760	b'150.'	2017-05-23 10:56:00
81639	3725478000	b'50.0'	2018-01-20 23:00:00
81728	3729320692	b'141.'	2018-03-06 10:24:52
81778	3731245208	b'142.'	2018-03-28 17:00:08
