	date_time	sensor_id	date_time_conv
0	894065400	b'U?? '	1928-05-01 23:30:00
46299	2272060800	b'ZF1 '	1972-01-01 00:00:00
53222	2552083200	b'ZJ1 '	1980-11-15 00:00:00
53288	2555452800	b'C2  '	1980-12-24 00:00:00
59069	2803248000	b'ZKB '	1988-10-31 00:00:00
64165	3018945600	b'ZK2 '	1995-09-01 12:00:00
66162	3105648000	b'VU3 '	1998-06-01 00:00:00
72522	3379579200	b'XXX '	2007-02-04 12:00:00
72523	3380270400	b'ZRg '	2007-02-12 12:00:00
76887	3565944000	b'87.0'	2012-12-31 12:00:00
76928	3567672000	b'nan'	2013-01-20 12:00:00
77525	3593440800	b'82.0'	2013-11-14 18:00:00
80325	3711222119	b'182.'	2017-08-08 23:01:59
