	date_time	sensor_id	date_time_conv
0	831307080	b'XXX '	1926-05-06 14:38:00
124	1325476800	b'DL1 '	1942-01-02 04:00:00
160	1476241200	b'RS3 '	1946-10-13 03:00:00
25916	2390428800	b'RK5 '	1975-10-02 00:00:00
36696	2645308800	b'RRB '	1983-10-30 00:00:00
37206	2656929600	b'MR5 '	1984-03-12 12:00:00
37861	2671488000	b'RR1 '	1984-08-28 00:00:00
43600	2805624000	b'MRr '	1988-11-27 12:00:00
44787	2832451200	b'MRk '	1989-10-04 00:00:00
45728	2863771200	b'MRB '	1990-10-01 12:00:00
45885	2870726400	b'RZ3 '	1990-12-21 00:00:00
46308	2883729600	b'MRz '	1991-05-20 12:00:00
49172	3036182400	b'RZN '	1996-03-19 00:00:00
49493	3090657600	b'RZC '	1997-12-09 12:00:00
51393	3278275200	b'RuC '	2003-11-20 00:00:00
53006	3424204800	b'Run '	2008-07-05 00:00:00
53039	3427056000	b'Ru3 '	2008-08-07 00:00:00
53906	3519763200	b'RPF '	2011-07-16 00:00:00
54302	3565900800	b'16.0'	2012-12-31 00:00:00
54402	3575232000	b'nan'	2013-04-18 00:00:00
55287	3655843200	b'27.0'	2015-11-07 00:00:00
56625	3777926400	b'15.0'	2019-09-20 00:00:00
