	date_time	sensor_id	date_time_conv
0	1578787200	b'XXX '	1950-01-12 00:00:00
11784	2348265600	b'RA4 '	1974-06-01 00:00:00
11844	2351505600	b'MRu '	1974-07-08 12:00:00
13959	2428250400	b'RK5 '	1976-12-12 18:00:00
19287	2687904000	b'MRk '	1985-03-06 00:00:00
20206	2732184000	b'RRB '	1986-07-31 12:00:00
20377	2739571200	b'MR5 '	1986-10-25 00:00:00
24309	2878372800	b'RZ3 '	1991-03-19 12:00:00
24911	2907705600	b'MRr '	1992-02-22 00:00:00
25232	2923862400	b'MRB '	1992-08-27 00:00:00
26893	3013588800	b'MRz '	1995-07-01 12:00:00
30726	3428002800	b'RZW '	2008-08-17 23:00:00
33411	3565944000	b'88.0'	2012-12-31 12:00:00
33668	3578169600	b'nan'	2013-05-22 00:00:00
34070	3595924800	b'55.0'	2013-12-13 12:00:00
35053	3644006400	b'29.0'	2015-06-23 00:00:00
36357	3703233600	b'26.0'	2017-05-08 12:00:00
36622	3715329600	b'28.0'	2017-09-25 12:00:00
36866	3726691200	b'89.0'	2018-02-04 00:00:00
37044	3735028800	b'90.0'	2018-05-11 12:00:00
37195	3741638400	b'60.0'	2018-07-27 00:00:00
37769	3767513400	b'162.'	2019-05-22 11:30:00
37773	3767688000	b'62.0'	2019-05-24 12:00:00
38269	3790108800	b'69.0'	2020-02-08 00:00:00
