	date_time	sensor_id	date_time_conv
0	1998626400	b'W__ '	1963-05-03 06:00:00
15681	3475220400	b'VCG '	2010-02-15 11:00:00
16242	3565983600	b'nan'	2012-12-31 23:00:00
17102	3609183600	b'79.0'	2014-05-15 23:00:00
17109	3609356400	b'59.0'	2014-05-17 23:00:00
17132	3621106800	b'77.0'	2014-09-30 23:00:00
17134	3621150000	b'14.0'	2014-10-01 11:00:00
17140	3621279600	b'70.0'	2014-10-02 23:00:00
17145	3621409200	b'7.0'	2014-10-04 11:00:00
17218	3623482800	b'71.0'	2014-10-28 11:00:00
18256	3655492200	b'47.0'	2015-11-02 22:30:00
