	date_time	sensor_id	date_time_conv
0	2093950800	b'ZF1 '	1966-05-10 13:00:00
3535	2359062000	b'VU_ '	1974-10-03 23:00:00
4412	2401354800	b'V2_ '	1976-02-05 11:00:00
10579	2746094400	b'V8A '	1987-01-08 12:00:00
15230	3104092800	b'XXX '	1998-05-14 00:00:00
15231	3118910400	b'VCG '	1998-11-01 12:00:00
17663	3290932800	b'V9g '	2004-04-14 12:00:00
17664	3291019200	b'VDG '	2004-04-15 12:00:00
18439	3325968000	b'VGG '	2005-05-25 00:00:00
18568	3336811200	b'VNg '	2005-09-27 12:00:00
23044	3565944000	b'80.0'	2012-12-31 12:00:00
23045	3565987200	b'nan'	2013-01-01 00:00:00
27969	3780777600	b'23.0'	2019-10-23 00:00:00
27971	3780864000	b'14.0'	2019-10-24 00:00:00
