	date_time	sensor_id	date_time_conv
0	945343800	b'U?? '	1929-12-16 11:30:00
27822	1710385200	b'??? '	1954-03-15 03:00:00
45301	2272060800	b'ZF1 '	1972-01-01 00:00:00
52556	2551564800	b'ZJ1 '	1980-11-09 00:00:00
58345	2802643200	b'ZKB '	1988-10-24 00:00:00
64647	3074112000	b'ZK2 '	1997-06-01 00:00:00
65363	3105648000	b'VU3 '	1998-06-01 00:00:00
71275	3369340800	b'XXX '	2006-10-09 00:00:00
71276	3369988800	b'ZRg '	2006-10-16 12:00:00
75834	3565944000	b'87.0'	2012-12-31 12:00:00
76302	3586096800	b'82.0'	2013-08-21 18:00:00
76305	3586204800	b'nan'	2013-08-23 00:00:00
79232	3711222303	b'182.'	2017-08-08 23:05:03
82420	3846071984	b'141.'	2021-11-16 17:19:44
82481	3848295720	b'41.0'	2021-12-12 11:02:00
