	date_time	sensor_id	date_time_conv
0	1657681200	b'C)  '	1952-07-13 03:00:00
19086	2977257600	b'C@  '	1994-05-07 00:00:00
32072	3565944000	b'17.0'	2012-12-31 12:00:00
32091	3566764800	b'80.0'	2013-01-10 00:00:00
32250	3573633600	b'nan'	2013-03-30 12:00:00
33007	3606379200	b'18.0'	2014-04-13 12:00:00
34111	3654331260	b'35.0'	2015-10-20 12:01:00
37049	3781468800	b'117.'	2019-10-31 00:00:00
37066	3782201700	b'135.'	2019-11-08 11:35:00
37104	3783844800	b'54.0'	2019-11-27 12:00:00
37430	3797926500	b'154.'	2020-05-08 11:35:00
