	date_time	sensor_id	date_time_conv
0	276873180	b'NDX '	1908-10-10 13:13:00
38	281110200	b'XXX '	1908-11-28 14:10:00
1988	2033035200	b'V1R '	1964-06-04 12:00:00
14717	2908094400	b'W_P '	1992-02-26 12:00:00
15072	3305361600	b'ZQr '	2004-09-28 12:00:00
15090	3310027200	b'VNg '	2004-11-21 12:00:00
15099	3310977600	b'Zqr '	2004-12-02 12:00:00
15413	3458026800	b'BFG '	2009-07-31 11:00:00
15742	3555226800	b'57.0'	2012-08-29 11:00:00
15746	3570004800	b'nan'	2013-02-16 12:00:00
15942	3841213926	b'177.'	2021-09-21 11:52:06
