	date_time	sensor_id	date_time_conv
0	1183847040	b'VCG '	1937-07-07 22:24:00
1315	3051000000	b'VCV '	1996-09-06 12:00:00
2511	3161516400	b'V9g '	2000-03-08 15:00:00
4241	3269523600	b'V9f '	2003-08-10 17:00:00
5030	3335014800	b'VNg '	2005-09-06 17:00:00
6517	3454592400	b'VNn '	2009-06-21 17:00:00
7841	3565940400	b'80.0'	2012-12-31 11:00:00
7855	3567088800	b'nan'	2013-01-13 18:00:00
9600	3698758850	b'123.'	2017-03-17 17:00:50
10002	3721115014	b'114.'	2017-12-01 11:03:34
10043	3724596000	b'23.0'	2018-01-10 18:00:00
