	date_time	sensor_id	date_time_conv
0	1594652400	b'ZF1 '	1950-07-14 15:00:00
11044	2318889600	b'C2  '	1973-06-26 00:00:00
11528	2342001600	b'???c'	1974-03-20 12:00:00
16032	2715595200	b'V8A '	1986-01-20 12:00:00
16950	2764929600	b'VBV '	1987-08-14 12:00:00
20818	3084609600	b'VCG '	1997-09-30 12:00:00
20820	3084739200	b'VBN '	1997-10-02 00:00:00
24039	3328516800	b'VNG '	2005-06-23 12:00:00
26641	3565944000	b'80.0'	2012-12-31 12:00:00
26659	3567499200	b'nan'	2013-01-18 12:00:00
27656	3656750400	b'14.0'	2015-11-17 12:00:00
27762	3666598800	b'41.0'	2016-03-10 11:40:00
28073	3693814090	b'141.'	2017-01-19 11:28:10
