	date_time	sensor_id	date_time_conv
0	2290766400	b'RK2 '	1972-08-04 12:00:00
8904	2587852800	b'RK5 '	1982-01-03 00:00:00
21898	2902132800	b'Vcv '	1991-12-19 12:00:00
21899	2902176000	b'RRB '	1991-12-20 00:00:00
22109	2911291200	b'VCV '	1992-04-03 12:00:00
25948	3081110400	b'VCL '	1997-08-21 00:00:00
27260	3138393600	b'V9l '	1999-06-15 00:00:00
30572	3330201600	b'VNl '	2005-07-13 00:00:00
36020	3565944000	b'80.0'	2012-12-31 12:00:00
36804	3599985600	b'nan'	2014-01-29 12:00:00
37935	3650702400	b'14.0'	2015-09-08 12:00:00
37937	3650788800	b'41.0'	2015-09-09 12:00:00
38785	3687851688	b'141.'	2016-11-11 11:14:48
39700	3727425600	b'4.0'	2018-02-12 12:00:00
