	date_time	sensor_id	date_time_conv
0	1428753600	b'ZkB '	1945-04-11 12:00:00
10484	3043137600	b'XXX '	1996-06-07 12:00:00
11149	3087072000	b'VCR '	1997-10-29 00:00:00
11877	3119774400	b'Zmr '	1998-11-11 12:00:00
14946	3254601600	b'VGG '	2003-02-19 00:00:00
16042	3302337600	b'V9f '	2004-08-24 12:00:00
16198	3309163200	b'VNg '	2004-11-11 12:00:00
21985	3565944000	b'17.0'	2012-12-31 12:00:00
22065	3569486400	b'nan'	2013-02-10 12:00:00
22235	3576830400	b'80.0'	2013-05-06 12:00:00
22686	3596356800	b'18.0'	2013-12-18 12:00:00
23802	3645518400	b'77.0'	2015-07-10 12:00:00
24004	3654288000	b'35.0'	2015-10-20 00:00:00
24173	3661587180	b'135.'	2016-01-12 11:33:00
26995	3783756840	b'154.'	2019-11-26 11:34:00
26996	3783801600	b'54.0'	2019-11-27 00:00:00
