	date_time	sensor_id	date_time_conv
0	876736800	b'RS3 '	1927-10-14 10:00:00
41467	2747476800	b'RZ3 '	1987-01-24 12:00:00
51339	3120163200	b'XXX '	1998-11-16 00:00:00
51350	3436689600	b'RZW '	2008-11-26 12:00:00
51457	3441441600	b'RHM '	2009-01-20 12:00:00
54332	3565944000	b'88.0'	2012-12-31 12:00:00
54378	3567931200	b'nan'	2013-01-23 12:00:00
54603	3577694400	b'29.0'	2013-05-16 12:00:00
55692	3624782400	b'89.0'	2014-11-12 12:00:00
57166	3693643200	b'98.0'	2017-01-17 12:00:00
57310	3699864000	b'90.0'	2017-03-30 12:00:00
58422	3748161600	b'62.0'	2018-10-10 12:00:00
58627	3757017600	b'60.0'	2019-01-21 00:00:00
59185	3781164600	b'162.'	2019-10-27 11:30:00
59570	3797796600	b'69.0'	2020-05-06 23:30:00
