	date_time	sensor_id	date_time_conv
0	631092480	b'W1P '	1920-01-01 07:28:00
10896	1649235600	b'W_P '	1952-04-06 09:00:00
11914	1676106420	b'V11 '	1953-02-11 09:07:00
29103	2400537600	b'C1  '	1976-01-27 00:00:00
56475	3565814400	b'57.0'	2012-12-30 00:00:00
56498	3569961600	b'nan'	2013-02-16 00:00:00
56528	3575145600	b'80.0'	2013-04-17 00:00:00
56938	3616099200	b'77.0'	2014-08-04 00:00:00
57022	3624566400	b'44.0'	2014-11-10 00:00:00
57054	3627417600	b'70.0'	2014-12-13 00:00:00
58119	3794990400	b'41.0'	2020-04-04 12:00:00
58311	3840955200	b'63.0'	2021-09-18 12:00:00
