	date_time	sensor_id	date_time_conv
0	1970568000	b'RRA '	1962-06-12 12:00:00
12983	2892628800	b'XXX '	1991-08-31 12:00:00
14336	3055021200	b'VCV '	1996-10-23 01:00:00
14583	3084652800	b'VCG '	1997-10-01 00:00:00
15457	3219649200	b'VCN '	2002-01-10 11:00:00
15463	3226302000	b'VDG '	2002-03-28 11:00:00
15485	3228681600	b'VGG '	2002-04-25 00:00:00
16904	3357590400	b'VNg '	2006-05-26 00:00:00
19223	3565900800	b'80.0'	2012-12-31 00:00:00
19228	3566332800	b'nan'	2013-01-05 00:00:00
20060	3644222400	b'14.0'	2015-06-25 12:00:00
20061	3644265600	b'41.0'	2015-06-26 00:00:00
20762	3705350400	b'77.0'	2017-06-02 00:00:00
