	date_time	sensor_id	date_time_conv
0	1478142000	b'RS3 '	1946-11-04 03:00:00
36357	2534133600	b'RK5 '	1980-04-21 06:00:00
40748	2663884800	b'RRB '	1984-06-01 00:00:00
41391	2677946400	b'MR5 '	1984-11-10 18:00:00
42042	2692180800	b'MRr '	1985-04-24 12:00:00
42854	2712830400	b'WRR '	1985-12-19 12:00:00
46874	2822925600	b'RR1 '	1989-06-15 18:00:00
49978	2947795200	b'RZ3 '	1993-05-31 00:00:00
50744	2998252800	b'XXX '	1995-01-05 00:00:00
53312	3312792000	b'Ru3 '	2004-12-23 12:00:00
57894	3532075200	b'RPK '	2011-12-05 12:00:00
58673	3565944000	b'27.0'	2012-12-31 12:00:00
59285	3592641600	b'nan'	2013-11-05 12:00:00
59932	3621110400	b'17.0'	2014-10-01 00:00:00
60151	3631003200	b'11.0'	2015-01-23 12:00:00
63513	3776587200	b'77.0'	2019-09-04 12:00:00
63673	3786220800	b'54.0'	2019-12-25 00:00:00
64943	3841128000	b'90.0'	2021-09-20 12:00:00
