	date_time	sensor_id	date_time_conv
0	1830427200	b'RS6 '	1958-01-02 12:00:00
11685	2320920000	b'MRk '	1973-07-19 12:00:00
11721	2321956800	b'RKA '	1973-07-31 12:00:00
12630	2345889600	b'RK1 '	1974-05-04 12:00:00
14470	2393928000	b'RK2 '	1975-11-11 12:00:00
23897	2649628800	b'RRA '	1983-12-19 00:00:00
26056	2701663200	b'WRR '	1985-08-12 06:00:00
30868	2819275200	b'RZ3 '	1989-05-04 12:00:00
30905	2820074400	b'RZ1 '	1989-05-13 18:00:00
31013	2822558400	b'MRz '	1989-06-11 12:00:00
33254	2905632000	b'XXX '	1992-01-29 00:00:00
