	date_time	sensor_id	date_time_conv
0	3373876800	b'VNg '	2006-11-30 12:00:00
3999	3565944000	b'17.0'	2012-12-31 12:00:00
4007	3566289600	b'nan'	2013-01-04 12:00:00
4103	3570912000	b'80.0'	2013-02-27 00:00:00
4748	3600244800	b'18.0'	2014-02-01 12:00:00
5983	3654417600	b'35.0'	2015-10-21 12:00:00
6284	3667464000	b'52.0'	2016-03-20 12:00:00
6351	3670358400	b'41.0'	2016-04-23 00:00:00
6676	3684398400	b'56.0'	2016-10-02 12:00:00
6759	3687984000	b'38.0'	2016-11-13 00:00:00
6923	3695110500	b'135.'	2017-02-03 11:35:00
8881	3781468800	b'117.'	2019-10-31 00:00:00
9010	3787041600	b'54.0'	2020-01-03 12:00:00
9018	3787385700	b'154.'	2020-01-07 11:35:00
