	date_time	sensor_id	date_time_conv
0	876748740	b'RK2 '	1927-10-14 13:19:00
37006	3191313600	b'V9b '	2001-02-16 12:00:00
37007	3191400000	b'RRB '	2001-02-17 12:00:00
37338	3220948800	b'V9f '	2002-01-25 12:00:00
37339	3221035200	b'V9e '	2002-01-26 12:00:00
38517	3323505600	b'VNl '	2005-04-26 12:00:00
38554	3326788800	b'VNg '	2005-06-03 12:00:00
41305	3565944000	b'80.0'	2012-12-31 12:00:00
41517	3584260800	b'14.0'	2013-07-31 12:00:00
41534	3585654000	b'nan'	2013-08-16 15:00:00
41807	3609662400	b'41.0'	2014-05-21 12:00:00
41939	3621151910	b'141.'	2014-10-01 11:31:50
