	date_time	sensor_id	date_time_conv
0	919045800	b'IC2 '	1929-02-15 02:30:00
31429	2156284800	b'IA2 '	1968-05-01 00:00:00
44350	2497132800	b'W_P '	1979-02-18 00:00:00
44644	2504260800	b'IA4 '	1979-05-11 12:00:00
47398	2567462400	b'IA6 '	1981-05-12 00:00:00
64756	2979374400	b'I32 '	1994-05-31 12:00:00
76764	3285536400	b'I42 '	2004-02-12 01:00:00
76777	3285838800	b'MI2 '	2004-02-15 13:00:00
83422	3565922400	b'nan'	2012-12-31 06:00:00
83710	3579465600	b'10.0'	2013-06-06 00:00:00
83817	3585553200	b'12.0'	2013-08-15 11:00:00
83868	3587673600	b'16.0'	2013-09-09 00:00:00
83869	3587713200	b'13.0'	2013-09-09 11:00:00
83872	3587846400	b'32.0'	2013-09-11 00:00:00
83875	3587972400	b'36.0'	2013-09-12 11:00:00
83904	3589182000	b'7.0'	2013-09-26 11:00:00
83919	3589786800	b'5.0'	2013-10-03 11:00:00
83945	3591082800	b'22.0'	2013-10-18 11:00:00
85333	3648196800	b'17.0'	2015-08-10 12:00:00
