	date_time	sensor_id	date_time_conv
0	1553558400	b'FS4 '	1949-03-26 00:00:00
34207	2500974000	b'FS7 '	1979-04-03 11:00:00
50347	2879751600	b'VE_ '	1991-04-04 11:00:00
51470	2908566000	b'VEv '	1992-03-02 23:00:00
51927	2928567600	b'VEl '	1992-10-20 11:00:00
56759	3137482800	b'VEL '	1999-06-04 11:00:00
58377	3202502400	b'V9c '	2001-06-26 00:00:00
60923	3313350000	b'VNS '	2004-12-29 23:00:00
62742	3392542800	b'FGC '	2007-07-04 13:00:00
62745	3392625600	b'FG2 '	2007-07-05 12:00:00
65953	3530534400	b'FGT '	2011-11-17 16:00:00
66770	3565983600	b'77.0'	2012-12-31 23:00:00
66983	3575401200	b'nan'	2013-04-19 23:00:00
67443	3595792500	b'177.'	2013-12-11 23:15:00
73083	3835852149	b'163.'	2021-07-21 10:29:09
