	date_time	sensor_id	date_time_conv
0	1225706400	b'U?? '	1938-11-04 10:00:00
35153	2278454400	b'ZFH '	1972-03-15 00:00:00
41539	2554329600	b'ZJI '	1980-12-11 00:00:00
45561	2716761600	b'ZKA '	1986-02-03 00:00:00
47734	2801088000	b'ZKB '	1988-10-06 00:00:00
54794	3105648000	b'VU3 '	1998-06-01 00:00:00
62439	3424593600	b'XXX '	2008-07-09 12:00:00
62440	3425637600	b'ZRg '	2008-07-21 14:00:00
65705	3565944000	b'87.0'	2012-12-31 12:00:00
65904	3574519200	b'82.0'	2013-04-09 18:00:00
65925	3575404800	b'nan'	2013-04-20 00:00:00
68395	3682195200	b'11.0'	2016-09-07 00:00:00
70332	3765927600	b'24.0'	2019-05-04 03:00:00
