	date_time	sensor_id	date_time_conv
0	1369850400	b'ABA '	1943-05-30 18:00:00
20842	1990137600	b'AA53'	1963-01-25 00:00:00
46199	2488917600	b'APA3'	1978-11-14 22:00:00
51921	2590956000	b'APB '	1982-02-07 22:00:00
53404	2618863200	b'APCa'	1982-12-27 22:00:00
61104	2759184000	b'V8A '	1987-06-09 00:00:00
67455	2883164400	b'VDR '	1991-05-13 23:00:00
80564	3167424000	b'VDT '	2000-05-16 00:00:00
82194	3202588800	b'VCG '	2001-06-27 00:00:00
86468	3295594800	b'VGT '	2004-06-07 11:00:00
88547	3340872000	b'VNt '	2005-11-13 12:00:00
89025	3351452400	b'VNn '	2006-03-15 23:00:00
89788	3368473200	b'VNg '	2006-09-28 23:00:00
98744	3565983600	b'80.0'	2012-12-31 23:00:00
98745	3566005200	b'nan'	2013-01-01 05:00:00
102298	3645321444	b'78.0'	2015-07-08 05:17:24
106161	3739410935	b'141.'	2018-07-01 05:15:35
107495	3789932400	b'41.0'	2020-02-05 23:00:00
108740	3843687713	b'142.'	2021-10-20 03:01:53
