	date_time	sensor_id	date_time_conv
0	1580176800	b'RA4 '	1950-01-28 02:00:00
22814	2569622400	b'WRA '	1981-06-06 00:00:00
33012	2832192000	b'RZ3 '	1989-10-01 00:00:00
38031	3119947200	b'XXX '	1998-11-13 12:00:00
45485	3565944000	b'88.0'	2012-12-31 12:00:00
45488	3566073600	b'27.0'	2013-01-02 00:00:00
45490	3566160000	b'nan'	2013-01-03 00:00:00
45617	3571646400	b'28.0'	2013-03-07 12:00:00
46206	3597868800	b'23.0'	2014-01-05 00:00:00
46359	3604478400	b'29.0'	2014-03-22 12:00:00
46524	3611692800	b'22.0'	2014-06-14 00:00:00
46737	3621196800	b'52.0'	2014-10-02 00:00:00
48263	3691137600	b'90.0'	2016-12-19 12:00:00
49284	3735244800	b'89.0'	2018-05-14 00:00:00
49594	3748680000	b'62.0'	2018-10-16 12:00:00
49980	3765353940	b'162.'	2019-04-27 11:39:00
50362	3781855860	b'58.0'	2019-11-04 11:31:00
50751	3798660660	b'128.'	2020-05-16 23:31:00
51398	3826654260	b'129.'	2021-04-05 23:31:00
