	date_time	sensor_id	date_time_conv
0	22592220	b'NFT '	1900-09-19 11:37:00
554	910969200	b'FF2 '	1928-11-13 15:00:00
49789	2809814400	b'VEl '	1989-01-15 00:00:00
60861	3201246000	b'M__ '	2001-06-11 11:00:00
61166	3214465200	b'V9c '	2001-11-11 11:00:00
63511	3314991600	b'VNS '	2005-01-17 23:00:00
65102	3384111600	b'u06 '	2007-03-28 23:00:00
66022	3423988800	b'FGC '	2008-07-02 12:00:00
68354	3524990400	b'FGT '	2011-09-14 12:00:00
69304	3565983600	b'77.0'	2012-12-31 23:00:00
69521	3575401200	b'nan'	2013-04-19 23:00:00
69998	3596008560	b'177.'	2013-12-14 11:16:00
