	date_time	sensor_id	date_time_conv
0	1578837600	b'RS3 '	1950-01-12 14:00:00
19862	2335348800	b'RK5 '	1974-01-02 12:00:00
33288	2737929600	b'RRB '	1986-10-06 00:00:00
39428	2923603200	b'RZ3 '	1992-08-24 00:00:00
39458	2924942400	b'MRB '	1992-09-08 12:00:00
42859	3120984000	b'XXX '	1998-11-25 12:00:00
50337	3565944000	b'27.0'	2012-12-31 12:00:00
50383	3567931200	b'nan'	2013-01-23 12:00:00
50465	3571473600	b'9.0'	2013-03-05 12:00:00
50481	3572683200	b'28.0'	2013-03-19 12:00:00
51101	3604910400	b'58.0'	2014-03-27 12:00:00
52843	3685305600	b'88.0'	2016-10-13 00:00:00
52879	3687724800	b'53.0'	2016-11-10 00:00:00
53022	3694420800	b'90.0'	2017-01-26 12:00:00
53139	3699518400	b'29.0'	2017-03-26 12:00:00
54537	3762460800	b'89.0'	2019-03-25 00:00:00
55944	3823803000	b'128.'	2021-03-03 23:30:00
