	date_time	sensor_id	date_time_conv
0	1654048800	b'RSN '	1952-06-01 02:00:00
22521	2399976000	b'RA4 '	1976-01-20 12:00:00
37174	2749896000	b'MRc '	1987-02-21 12:00:00
37299	2752617600	b'RZ3 '	1987-03-25 00:00:00
37329	2753265600	b'RR2 '	1987-04-01 12:00:00
40064	2822601600	b'XXX '	1989-06-12 00:00:00
51343	3565944000	b'89.0'	2012-12-31 12:00:00
51345	3566030400	b'58.0'	2013-01-01 12:00:00
51348	3566160000	b'27.0'	2013-01-03 00:00:00
51389	3567931200	b'nan'	2013-01-23 12:00:00
51504	3572942400	b'28.0'	2013-03-22 12:00:00
51527	3573936000	b'69.0'	2013-04-03 00:00:00
52262	3606120000	b'29.0'	2014-04-10 12:00:00
52680	3624609600	b'90.0'	2014-11-10 12:00:00
55184	3738484800	b'62.0'	2018-06-20 12:00:00
55613	3757447800	b'162.'	2019-01-25 23:30:00
57263	3829591800	b'160.'	2021-05-09 23:30:00
