	date_time	sensor_id	date_time_conv
0	3024864000	b'ZKB '	1995-11-09 00:00:00
1121	3074112000	b'ZK2 '	1997-06-01 00:00:00
1848	3105648000	b'VU3 '	1998-06-01 00:00:00
8158	3380486400	b'XXX '	2007-02-15 00:00:00
8159	3381483600	b'ZRg '	2007-02-26 13:00:00
12465	3565944000	b'87.0'	2012-12-31 12:00:00
12934	3586204800	b'nan'	2013-08-23 00:00:00
13098	3593268000	b'82.0'	2013-11-12 18:00:00
15137	3680380800	b'11.0'	2016-08-17 00:00:00
15464	3693513600	b'62.0'	2017-01-16 00:00:00
15827	3708892800	b'70.0'	2017-07-13 00:00:00
16000	3715113600	b'54.0'	2017-09-23 00:00:00
19061	3844321709	b'154.'	2021-10-27 11:08:29
