	date_time	sensor_id	date_time_conv
0	2689070400	b'VC_ '	1985-03-19 12:00:00
855	3376724400	b'VCG '	2007-01-02 11:00:00
870	3379150800	b'VNG '	2007-01-30 13:00:00
1029	3410359200	b'VNg '	2008-01-26 18:00:00
2041	3565940400	b'80.0'	2012-12-31 11:00:00
2042	3566026800	b'28.0'	2013-01-01 11:00:00
2044	3566289600	b'17.0'	2013-01-04 12:00:00
2045	3566545200	b'35.0'	2013-01-07 11:00:00
2046	3566631600	b'8.0'	2013-01-08 11:00:00
2051	3567409200	b'nan'	2013-01-17 11:00:00
2054	3567844800	b'23.0'	2013-01-22 12:00:00
2069	3570174000	b'22.0'	2013-02-18 11:00:00
2112	3576826800	b'29.0'	2013-05-06 11:00:00
2115	3577172400	b'25.0'	2013-05-10 11:00:00
2136	3580455600	b'1.0'	2013-06-17 11:00:00
2139	3580801200	b'20.0'	2013-06-21 11:00:00
2158	3583825200	b'31.0'	2013-07-26 11:00:00
2171	3585898800	b'30.0'	2013-08-19 11:00:00
2219	3592551600	b'24.0'	2013-11-04 11:00:00
2226	3593505600	b'27.0'	2013-11-15 12:00:00
2228	3593847600	b'32.0'	2013-11-19 11:00:00
2238	3595316400	b'33.0'	2013-12-06 11:00:00
2249	3597044400	b'14.0'	2013-12-26 11:00:00
2250	3597130800	b'16.0'	2013-12-27 11:00:00
2251	3597390000	b'26.0'	2013-12-30 11:00:00
2262	3598858800	b'0.0'	2014-01-16 11:00:00
2265	3599290800	b'13.0'	2014-01-21 11:00:00
2328	3608967600	b'21.0'	2014-05-13 11:00:00
2378	3616225200	b'36.0'	2014-08-05 11:00:00
2417	3621927600	b'19.0'	2014-10-10 11:00:00
2456	3627889200	b'2.0'	2014-12-18 11:00:00
2457	3627975600	b'3.0'	2014-12-19 11:00:00
2498	3634369200	b'18.0'	2015-03-03 11:00:00
3035	3714289200	b'41.0'	2017-09-13 11:00:00
3105	3723188400	b'12.0'	2017-12-25 11:00:00
3137	3727163610	b'114.'	2018-02-09 11:13:30
3138	3727422502	b'141.'	2018-02-12 11:08:22
