	date_time	sensor_id	date_time_conv
0	1231736400	b'XXX '	1939-01-13 05:00:00
70	1315022400	b'DL1 '	1941-09-03 04:00:00
227	1480993200	b'RS3 '	1946-12-07 03:00:00
29765	2399976000	b'RK5 '	1976-01-20 12:00:00
38610	2604549600	b'MRu '	1982-07-15 06:00:00
40853	2656065600	b'MRB '	1984-03-02 12:00:00
47344	2800612800	b'RZ3 '	1988-09-30 12:00:00
51971	2953411200	b'MRz '	1993-08-04 00:00:00
53341	3100291200	b'27.0'	1998-03-31 00:00:00
53342	3746649000	b'nan'	2018-09-22 23:50:00
53343	3760212610	b'141.'	2019-02-26 23:30:10
53347	3760520400	b'41.0'	2019-03-02 13:00:00
