	date_time	sensor_id	date_time_conv
0	1589853600	b'RS3 '	1950-05-20 02:00:00
20762	2479766400	b'RA4 '	1978-08-01 00:00:00
28110	2658312000	b'WRA '	1984-03-28 12:00:00
35402	2845994400	b'XXX '	1990-03-09 18:00:00
36173	2901571200	b'RZ3 '	1991-12-13 00:00:00
38847	3048969600	b'MRz '	1996-08-14 00:00:00
46142	3565944000	b'89.0'	2012-12-31 12:00:00
46188	3567931200	b'nan'	2013-01-23 12:00:00
46400	3577089600	b'29.0'	2013-05-09 12:00:00
46797	3594412800	b'88.0'	2013-11-26 00:00:00
49928	3734985600	b'90.0'	2018-05-11 00:00:00
51053	3783756600	b'162.'	2019-11-26 11:30:00
51061	3784104000	b'62.0'	2019-11-30 12:00:00
52336	3839313600	b'9.0'	2021-08-30 12:00:00
