	date_time	sensor_id	date_time_conv
0	1359411300	b'??? '	1943-01-29 22:15:00
5298	1759006800	b'XXX '	1955-09-28 21:00:00
20134	2177452800	b'Z?? '	1969-01-01 00:00:00
22416	2273788800	b'ZF1 '	1972-01-21 00:00:00
28911	2550873600	b'ZJ1 '	1980-11-01 00:00:00
34704	2800656000	b'ZKB '	1988-10-01 00:00:00
41116	3074112000	b'ZK2 '	1997-06-01 00:00:00
41838	3105648000	b'VU3 '	1998-06-01 00:00:00
52594	3565944000	b'87.0'	2012-12-31 12:00:00
52875	3577996800	b'nan'	2013-05-20 00:00:00
53136	3589210800	b'82.0'	2013-09-26 19:00:00
55331	3682801080	b'11.0'	2016-09-14 00:18:00
