	date_time	sensor_id	date_time_conv
0	1527044400	b'U2a '	1948-05-23 03:00:00
5861	1670965200	b'U4a '	1952-12-13 21:00:00
10324	1809648000	b'XXX '	1957-05-07 00:00:00
11500	2069712000	b'J56 '	1965-08-03 00:00:00
23308	2595499200	b'J80 '	1982-04-01 12:00:00
33186	3021537600	b'VCV '	1995-10-01 12:00:00
33544	3037089600	b'J94 '	1996-03-29 12:00:00
36314	3156883200	b'J99 '	2000-01-15 00:00:00
38535	3252960000	b'J9H '	2003-01-31 00:00:00
45777	3565944000	b'22.0'	2012-12-31 12:00:00
45823	3567931200	b'nan'	2013-01-23 12:00:00
47433	3637524600	b'122.'	2015-04-08 23:30:00
