	date_time	sensor_id	date_time_conv
0	1645149600	b'AA3 '	1952-02-19 02:00:00
8709	1996272000	b'AA63'	1963-04-06 00:00:00
26074	2491336800	b'APA3'	1978-12-12 22:00:00
30911	2623276800	b'APBa'	1983-02-17 00:00:00
31402	2637619200	b'APCa'	1983-08-02 00:00:00
34628	2727860400	b'XXX '	1986-06-11 11:00:00
34961	2738188800	b'APJa'	1986-10-09 00:00:00
36766	2791152000	b'V8A '	1988-06-13 00:00:00
39218	2868818400	b'VCT '	1990-11-28 22:00:00
44234	3084649200	b'VFG '	1997-09-30 23:00:00
49433	3340087200	b'VN8 '	2005-11-04 10:00:00
49686	3364066800	b'VNg '	2006-08-08 23:00:00
51854	3565897200	b'81.0'	2012-12-30 23:00:00
51876	3567970800	b'nan'	2013-01-23 23:00:00
53700	3746042104	b'142.'	2018-09-15 23:15:04
53873	3762111600	b'42.0'	2019-03-20 23:00:00
