	date_time	sensor_id	date_time_conv
0	719323200	b'NA '	1922-10-18 12:00:00
56937	3564604800	b'69.'	2012-12-16 00:00:00
56940	3567888000	b'29.'	2013-01-23 00:00:00
56941	3567931200	b'nan'	2013-01-23 12:00:00
56950	3568363200	b'89.'	2013-01-28 12:00:00
58096	3621412800	b'79.'	2014-10-04 12:00:00
59418	3684225600	b'90.'	2016-09-30 12:00:00
60664	3738312000	b'62.'	2018-06-18 12:00:00
61625	3780041400	b'162'	2019-10-14 11:30:00
62145	3802680000	b'19.'	2020-07-02 12:00:00
62198	3815292634	b'119'	2020-11-25 11:30:34
