	date_time	sensor_id	date_time_conv
0	627685200	b'NUF '	1919-11-22 21:00:00
3486	890009940	b'W_P '	1928-03-16 00:59:00
11877	1247364000	b'??? '	1939-07-13 02:00:00
21365	1459285200	b'XXX '	1946-03-30 21:00:00
35473	1786766400	b'U?? '	1956-08-15 04:00:00
50722	2188425600	b'Z?? '	1969-05-08 00:00:00
52892	2272406400	b'ZF1 '	1972-01-05 00:00:00
54253	2311502400	b'ZF1c'	1973-04-01 12:00:00
59945	2551737600	b'ZJ1 '	1980-11-11 00:00:00
64248	2734560000	b'ZKA '	1986-08-28 00:00:00
65762	2800656000	b'ZKB '	1988-10-01 00:00:00
70886	3019842000	b'VU1 '	1995-09-11 21:00:00
72093	3072686400	b'VU3 '	1997-05-15 12:00:00
80308	3434097600	b'ZRg '	2008-10-27 12:00:00
83573	3565944000	b'87.0'	2012-12-31 12:00:00
83792	3575404800	b'nan'	2013-04-20 00:00:00
84245	3595348800	b'82.0'	2013-12-06 20:00:00
86280	3683404800	b'11.0'	2016-09-21 00:00:00
