	date_time	sensor_id	date_time_conv
0	831639720	b'XXX '	1926-05-10 11:02:00
71	1235646000	b'U?? '	1939-02-27 11:00:00
18883	1972166400	b'ZCH '	1962-07-01 00:00:00
19944	2017872000	b'ZDH '	1963-12-12 00:00:00
26281	2274480000	b'ZF1 '	1972-01-29 00:00:00
28496	2371420800	b'C2  '	1975-02-24 00:00:00
32674	2552515200	b'ZJA '	1980-11-20 00:00:00
38344	2801088000	b'ZKB '	1988-10-06 00:00:00
45496	3110875200	b'ZK2 '	1998-07-31 12:00:00
56052	3565944000	b'87.0'	2012-12-31 12:00:00
56172	3571063200	b'52.0'	2013-02-28 18:00:00
56522	3586204800	b'nan'	2013-08-23 00:00:00
56608	3589790400	b'75.0'	2013-10-03 12:00:00
