primary_id	primary_id_scheme	record_number	secondary_id	secondary_id_scheme	station_name	station_abbreviation	alternative_name	station_crs	longitude	latitude	local_gravity	start_date	end_date	station_type	platform_type	platform_sub_type	operating_institute	operating_territory	city	contact	role	observing_frequency	reporting_time	telecommunication_method	station_automation	measuring_system_model	measuring_system_id	observed_variables	comment	optional_data	bbox_min_longitude	bbox_max_longitude	bbox_min_latitude	bbox_max_latitude	metadata_contact	metadata_contact_role	station_configuration_code
0-20000-0-85350	5	0	['4199']	4	LISBOA/GEOFISICO	[]	[]	0	-9.15	38.72	NA	1939-09-04 00:00:00	1944-12-31 00:00:00	1	0	63	NMS	[]	Lisbon	NA	NA	0	63	29	1	NA	NA	[111, 112]	NA	[]	-9.790851371406461	-8.50914862859354	38.22	39.22	S. Schroeder	0	8
0-20000-0-97395	5	1	['4200']	4	BAU CAU	[]	[]	0	126.45	-8.47	NA	1950-10-03 00:00:00	1955-11-16 00:00:00	1	0	63	NMS	[]	Atambua	NA	NA	0	63	29	1	NA	NA	[111, 112]	NA	[]	125.94448642440243	126.95551357559758	-8.97	-7.970000000000001	S. Schroeder	0	8
0-20000-0-61766	5	2	['4201' '4202']	4	BISSAU AEROPORTO	[]	[]	0	-15.65	11.88	NA	1952-03-08 00:00:00	1952-12-31 00:00:00	1	0	63	NMS	[]	Bissau	NA	NA	0	63	29	1	NA	NA	[111, 112]	NA	[]	-16.160943957510234	-15.139056042489766	11.38	12.38	S. Schroeder	0	8
0-20000-0-61766	5	3	['4201' '4202']	4	BISSAU AEROPORTO	[]	[]	0	-15.63	11.87	NA	1953-01-01 00:00:00	1953-12-31 00:00:00	1	0	63	NMS	[]	Bissau	NA	NA	0	63	29	1	NA	NA	[111, 112]	NA	[]	-16.140925206043878	-15.119074793956123	11.37	12.37	S. Schroeder	0	8
0-20000-0-97390	5	4	['4203']	4	DILI/DILI AIRPORT	[]	[]	0	125.58	-8.58	NA	1956-01-01 00:00:00	1972-12-31 00:00:00	1	0	63	NMS	[]	Atambua	NA	NA	0	63	29	1	NA	NA	[111, 112]	NA	[]	125.0743409258206	126.0856590741794	-9.08	-8.08	S. Schroeder	0	8
0-20000-0-66152	5	5	4204	4	DUNDO	[]	[]	0	20.83	-7.37	NA	1952-07-01 00:00:00	1952-12-31 00:00:00	1	0	63	NMS	[]	Tshikapa	NA	NA	0	63	29	1	NA	NA	[111, 112]	NA	[]	20.32583482105304	21.334165178946957	-7.87	-6.87	S. Schroeder	0	8
0-20000-0-43192	5	6	['4205']	4	GOA/PANJIM	[]	[]	0	73.82	15.43	NA	1954-05-01 00:00:00	1956-04-27 00:00:00	1	0	63	NMS	[]	Mormugao	NA	NA	0	63	29	1	NA	NA	[111, 112]	NA	[]	73.30130424818286	74.33869575181713	14.93	15.93	S. Schroeder	0	8
0-20000-0-66285	5	7	['4206']	4	LUENA (LUSO)	[]	[]	0	19.92	-11.78	NA	1952-11-12 00:00:00	1953-12-31 00:00:00	1	0	63	NMS	[]	Luena	NA	NA	0	63	29	1	NA	NA	[111, 112]	NA	[]	19.409242795266167	20.430757204733837	-12.28	-11.28	S. Schroeder	0	8
0-20000-0-67341	5	8	['4207' '4207']	4	MAPUTO/MAVALANE	[]	[]	0	32.57	-25.92	NA	1952-01-02 00:00:00	1954-10-26 00:00:00	1	0	63	NMS	[]	Maputo	NA	NA	0	63	29	1	NA	NA	[111, 112, 2, 59]	NA	[]	32.01407707301106	33.12592292698894	-26.42	-25.42	S. Schroeder	0	13
0-20000-0-67341	5	9	['4207' '4207']	4	MAPUTO/MAVALANE	[]	[]	0	32.57	-25.92	NA	1952-01-02 00:00:00	1954-10-26 00:00:00	1	0	63	NMS	[]	Maputo	NA	NA	0	63	29	1	NA	NA	[111, 112, 2, 59]	NA	[]	32.01407707301106	33.12592292698894	-26.42	-25.42	S. Schroeder	0	13
0-20000-0-43194	5	10	4208	4	GOA/DABOLIM AIRPORT	[]	[]	0	73.82	15.38	NA	1956-06-21 00:00:00	1961-11-30 00:00:00	1	0	63	NMS	[]	Mormugao	NA	NA	0	63	29	1	NA	NA	[111, 112]	NA	[]	73.30142895557228	74.33857104442771	14.88	15.88	S. Schroeder	0	8
0-20000-0-61931	5	11	['4209']	4	S. TOME	[]	[]	0	6.72	0.38	NA	1953-01-01 00:00:00	1972-09-30 00:00:00	1	0	63	NMS	[]	Port-Gentil	NA	NA	0	63	29	1	NA	NA	[111, 112]	NA	[]	6.219989003109596	7.220010996890403	-0.12	0.88	S. Schroeder	0	8
0-20000-0-61996	5	12	['4247' '6067']	4	MARTIN DE VIVIES (ILE AMSTERDAM)	[]	[]	0	77.569	-37.795	NA	1950-05-20 00:00:00	1957-12-31 00:00:00	1	0	63	NMS	[]	Mahébourg	NA	NA	0	63	29	1	NA	NA	[111, 112]	NA	[]	76.93625560053364	78.20174439946636	-38.295	-37.295	S. Schroeder	0	8
0-20000-0-07510	5	13	"['6010' '4505' '4321' '4323' '4324' '4325' '4326' '4327' '4329' '6028'
 '6029' '6030' '6031' '6032' '6034' '8047' '8048']"	4	BORDEAUX MERIGNAC	[]	[]	0	-0.691	44.831	NA	1923-05-01 00:00:00	1924-12-31 00:00:00	1	0	63	NMS	[]	Mérignac	NA	NA	0	63	29	1	NA	NA	[111, 112]	NA	[]	-1.3960302892655982	0.01403028926559835	44.331	45.331	S. Schroeder	0	8
0-20000-0-07510	5	14	"['6010' '4505' '4321' '4323' '4324' '4325' '4326' '4327' '4329' '6028'
 '6029' '6030' '6031' '6032' '6034' '8047' '8048']"	4	BORDEAUX MERIGNAC	[]	[]	0	-0.691	44.831	NA	1925-07-01 00:00:00	1926-12-31 00:00:00	1	0	63	NMS	[]	Mérignac	NA	NA	0	63	29	1	NA	NA	[111, 112]	NA	[]	-1.3960302892655982	0.01403028926559835	44.331	45.331	S. Schroeder	0	8
