primary_id	secondary_id	station_name	latitude	longitude	start	end	file
0-20000-0-30521	[30521]	ZHIGALOVO	54.8	105.17	1951-02-15 00:00:00	1996-07-01 00:00:00	/raid60/scratch/leo/scratch/ncar/rda/UADB_windc_030521.nc
0-20000-0-91232	[91232, 91233]	SAIPAN (CG), MARIANA IS.	15.13	145.7	1967-02-12 00:00:00	1992-03-29 00:00:00	/raid60/scratch/leo/scratch/ncar/rda/UADB_trhc_091233.nc
0-20000-0-42170	[42170]	CHURU	28.25	74.92	2017-12-13 00:00:00	2019-03-31 00:00:00	/raid60/scratch/leo/scratch/ncar/rda/UADB_windc_042170.nc
0-20000-0-10860	[10862]	INGOLSTADT (FLUGPLATZ)	48.75	11.8	1976-07-28 00:00:00	2002-11-25 00:00:00	/raid60/scratch/leo/scratch/ncar/rda/UADB_windc_010862.nc
0-20000-0-20891	[20891]	HATANGA	71.98	102.47	1950-04-08 00:00:00	2012-05-10 00:00:00	/raid60/scratch/leo/scratch/ncar/rda/UADB_windc_020891.nc
0-20000-0-41678	[41678]	BAHAWALNAGAR	29.97	73.25	2002-06-05 00:00:00	2018-10-15 00:00:00	/raid60/scratch/leo/scratch/ncar/rda/UADB_windc_041678.nc
-1	[37189]		43.02	41.02	1950-01-12 00:00:00	1953-07-01 00:00:00	/raid60/scratch/leo/scratch/ncar/rda/UADB_windc_037189.nc
0-20000-0-40914	[40913]	BAGHLAN-FARM	36.24	68.92	2010-07-27 00:00:00	2013-09-30 00:00:00	/raid60/scratch/leo/scratch/ncar/rda/UADB_windc_040913.nc
0-20000-0-03091	[3091]	DYCE	57.2	357.8	1989-11-09 00:00:00	2000-01-26 00:00:00	/raid60/scratch/leo/scratch/ncar/rda/UADB_trhc_003091.nc
0-20000-0-16754	[16754]	HERAKLEION (AIRPORT)	35.35	25.13	1949-12-08 00:00:00	2019-03-27 00:00:00	/raid60/scratch/leo/scratch/ncar/rda/UADB_windc_016754.nc
0-20000-0-32618	[32618]	OSTROV BERINGA	55.2	165.98	1957-08-01 00:00:00	2019-02-16 00:00:00	/raid60/scratch/leo/scratch/ncar/rda/UADB_windc_032618.nc
0-20000-0-25700	[25705]	EL' GEN (SOVHOZ)	62.5	151.0	1962-05-10 00:00:00	1963-02-20 00:00:00	/raid60/scratch/leo/scratch/ncar/rda/UADB_windc_025705.nc
0-20000-0-38613	[38613]	DZHALAL-ABAD	40.92	72.95	1958-01-02 00:00:00	1993-07-10 00:00:00	/raid60/scratch/leo/scratch/ncar/rda/UADB_windc_038613.nc
0-20000-0-02365	[2365, 2066]	SUNDSVALL HARNOSAND (2365-0)	62.53	17.45	1965-09-29 00:00:00	2019-03-30 00:00:00	/raid60/scratch/leo/scratch/ncar/rda/UADB_windc_002365.nc
0-20000-0-91929	[91930]	BORA-BORA-MOTU-AERO	-16.48	208.25	1968-04-17 00:00:00	1991-10-29 00:00:00	/raid60/scratch/leo/scratch/ncar/rda/UADB_trhc_091930.nc
0-20000-0-15235	[15300]	FAGARAS	45.67	24.93	1976-02-04 00:00:00	1986-05-16 00:00:00	/raid60/scratch/leo/scratch/ncar/rda/UADB_windc_015300.nc
0-20000-0-40375	[40375]	TABUK	28.37	36.58	1979-03-29 00:00:00	2019-03-31 00:00:00	/raid60/scratch/leo/scratch/ncar/rda/UADB_windc_040375.nc
0-20000-0-12140	[12150]	GDANSK PORT PN.	54.38	18.6	1967-05-13 00:00:00	1989-01-23 00:00:00	/raid60/scratch/leo/scratch/ncar/rda/UADB_windc_012150.nc
0-20000-0-41685	[41685]	BARKHAN	29.88	69.72	1973-08-13 00:00:00	2019-01-10 00:00:00	/raid60/scratch/leo/scratch/ncar/rda/UADB_windc_041685.nc
-1	[21358]		76.15	152.83	1958-12-13 00:00:00	1993-11-15 00:00:00	/raid60/scratch/leo/scratch/ncar/rda/UADB_windc_021358.nc
-1	[31883]		45.88	134.97	1976-05-28 00:00:00	1998-03-11 00:00:00	/raid60/scratch/leo/scratch/ncar/rda/UADB_trhc_031883.nc
0-20000-0-23802	[23802]	SYKTYVKAR (23802-0)	61.67	50.78	2017-12-13 00:00:00	2019-03-31 00:00:00	/raid60/scratch/leo/scratch/ncar/rda/UADB_windc_023802.nc
0-20000-0-17022	[17022]	ZONGULDAK	41.45	31.8	1963-03-03 00:00:00	2001-10-14 00:00:00	/raid60/scratch/leo/scratch/ncar/rda/UADB_windc_017022.nc
0-20000-0-40938	[40938]	HERAT	34.22	62.22	1978-06-01 00:00:00	1989-08-02 00:00:00	/raid60/scratch/leo/scratch/ncar/rda/UADB_windc_040938.nc
0-20000-0-31369	[31369]	NIKOLAEVSK-NA-AMURE	53.15	140.7	1950-05-01 00:00:00	2019-03-31 00:00:00	/raid60/scratch/leo/scratch/ncar/rda/UADB_windc_031369.nc
0-20000-0-30555	[30554]	TROICKIJ PRIISK	54.62	113.13	1950-01-12 00:00:00	2018-10-30 00:00:00	/raid60/scratch/leo/scratch/ncar/rda/UADB_windc_030554.nc
0-20000-0-03488	[3496]	WEYBOURNE	52.68	1.68	1951-11-19 00:00:00	2001-03-19 00:00:00	/raid60/scratch/leo/scratch/ncar/rda/UADB_windc_003496.nc
0-20000-0-14370	[13150]	SLAVONSKI BROD	45.15	18.02	1956-03-21 00:00:00	1991-06-02 00:00:00	/raid60/scratch/leo/scratch/ncar/rda/UADB_windc_013150.nc
0-20000-0-42182	[42182]	NEW DELHI/SAFDARJUNG	28.58	77.2	1951-02-02 00:00:00	2019-03-31 00:00:00	/raid60/scratch/leo/scratch/ncar/rda/UADB_windc_042182.nc
0-20000-0-12465	[12465]	LODZ-LUBLINEK	51.73	19.4	1969-10-16 00:00:00	1994-12-12 00:00:00	/raid60/scratch/leo/scratch/ncar/rda/UADB_windc_012465.nc
0-20000-0-37472	[37472, 37259]	MAHACHKALA (37472-0)	43.02	47.43	1963-02-08 00:00:00	2019-03-31 00:00:00	/raid60/scratch/leo/scratch/ncar/rda/UADB_windc_037259.nc
0-20000-0-15302	[15302]	PREDEAL	45.5	25.58	1976-02-04 00:00:00	1998-01-15 00:00:00	/raid60/scratch/leo/scratch/ncar/rda/UADB_windc_015302.nc
0-20000-0-41696	[41696]	KALAT	29.03	66.58	2006-04-18 00:00:00	2010-01-06 00:00:00	/raid60/scratch/leo/scratch/ncar/rda/UADB_windc_041696.nc
0-20000-0-33506	[33506]	Poltava	49.6	34.55	1946-11-05 00:00:00	1949-09-03 00:00:00	/raid60/scratch/leo/scratch/ncar/rda/UADB_trhc_033506.nc
0-20000-0-33008	[33008]	BREST (33008-0)	52.12	23.68	1951-05-21 00:00:00	2019-03-27 00:00:00	/raid60/scratch/leo/scratch/ncar/rda/UADB_windc_033008.nc
-1	[25822]		61.95	160.37	1955-04-26 00:00:00	1995-12-24 00:00:00	/raid60/scratch/leo/scratch/ncar/rda/UADB_windc_025822.nc
0-20000-0-02836	[2836]	SODANKYLA ARCTIC RESEARCH CENTRE	67.37	26.65	1950-07-11 00:00:00	2019-03-31 00:00:00	/raid60/scratch/leo/scratch/ncar/rda/UADB_windc_002836.nc
0-20000-0-38687	[38687]	TURKMENABAT	39.08	63.6	1950-01-02 00:00:00	2000-12-14 00:00:00	/raid60/scratch/leo/scratch/ncar/rda/UADB_windc_038687.nc
0-20000-0-21432	[21432]	OSTROV KOTEL'NYJ	76.0	137.9	1955-03-06 00:00:00	2019-03-31 00:00:00	/raid60/scratch/leo/scratch/ncar/rda/UADB_windc_021432.nc
0-20000-0-12560	[12560]	KATOWICE-MUCHOWICE	50.23	19.03	1967-08-01 00:00:00	1971-09-24 00:00:00	/raid60/scratch/leo/scratch/ncar/rda/UADB_windc_012560.nc
0-20000-0-14307	[13208]	PULA AERODROME	44.87	13.85	1955-01-03 00:00:00	1959-12-31 00:00:00	/raid60/scratch/leo/scratch/ncar/rda/UADB_windc_013208.nc
-1	[30565]		54.45	116.52	1976-04-02 00:00:00	1995-02-28 00:00:00	/raid60/scratch/leo/scratch/ncar/rda/UADB_windc_030565.nc
0-20000-0-33587	[33587]	Uman	48.77	30.23	1950-01-04 00:00:00	1950-10-31 00:00:00	/raid60/scratch/leo/scratch/ncar/rda/UADB_trhc_033587.nc
0-20000-0-31388	[31388]	NORSK	52.3	129.9	1962-08-18 00:00:00	1968-03-04 00:00:00	/raid60/scratch/leo/scratch/ncar/rda/UADB_windc_031388.nc
0-20000-0-42189	[42189]	BAREILLY	28.37	79.4	1954-01-01 00:00:00	2019-03-31 00:00:00	/raid60/scratch/leo/scratch/ncar/rda/UADB_windc_042189.nc
0-20000-0-15310	[15310]	GALATI	45.45	28.03	1970-11-27 00:00:00	1997-12-26 00:00:00	/raid60/scratch/leo/scratch/ncar/rda/UADB_windc_015310.nc
0-20000-0-41710	[41710]	NOKKUNDI	28.82	62.75	1969-10-16 00:00:00	2018-12-22 00:00:00	/raid60/scratch/leo/scratch/ncar/rda/UADB_windc_041710.nc
-1	[25902]		60.7	151.7	1962-05-10 00:00:00	1963-06-17 00:00:00	/raid60/scratch/leo/scratch/ncar/rda/UADB_windc_025902.nc
0-20000-0-33036	[33036]	MOZYR	52.03	29.18	1957-04-02 00:00:00	1969-06-11 00:00:00	/raid60/scratch/leo/scratch/ncar/rda/UADB_windc_033036.nc
0-20000-0-10548	[9548, 10548]	MEININGEN (10548-0)	50.55	10.37	1969-10-16 00:00:00	2019-01-31 00:00:00	/raid60/scratch/leo/scratch/ncar/rda/UADB_trhc_010548.nc
0-20000-0-40394	[40394]	HAIL	27.52	41.38	1985-12-19 00:00:00	2019-03-31 00:00:00	/raid60/scratch/leo/scratch/ncar/rda/UADB_windc_040394.nc
0-20000-0-40948	[40948]	KABUL AIRPORT	34.55	69.2	1957-07-01 00:00:00	2019-03-31 00:00:00	/raid60/scratch/leo/scratch/ncar/rda/UADB_windc_040948.nc
-1	[37260]		42.87	41.13	1950-01-12 00:00:00	1993-09-14 00:00:00	/raid60/scratch/leo/scratch/ncar/rda/UADB_windc_037260.nc
0-20000-0-23804	[23804]	SYKTYVKAR (23804-0)	61.67	50.85	1950-02-19 00:00:00	2012-05-10 00:00:00	/raid60/scratch/leo/scratch/ncar/rda/UADB_windc_023804.nc
0-20000-0-03503	[3501]	TRAWSGOED	52.42	356.0	1992-10-08 00:00:00	2001-05-14 00:00:00	/raid60/scratch/leo/scratch/ncar/rda/UADB_windc_003501.nc
0-20000-0-12580	[12580]	RZESZOW-JASIONKA	50.1	22.05	1969-10-20 00:00:00	1974-11-17 00:00:00	/raid60/scratch/leo/scratch/ncar/rda/UADB_windc_012580.nc
0-20000-0-30603	[30603]	ZIMA	53.9	102.0	1962-08-10 00:00:00	1964-09-04 00:00:00	/raid60/scratch/leo/scratch/ncar/rda/UADB_windc_030603.nc
0-20000-0-14307	[13209]	PULA AERODROME	44.9	13.92	1982-03-01 00:00:00	1982-05-05 00:00:00	/raid60/scratch/leo/scratch/ncar/rda/UADB_windc_013209.nc
0-20000-0-03809	[3807]	CULDROSE	50.0	354.5	1948-01-01 00:00:00	1948-11-30 00:00:00	/raid60/scratch/leo/scratch/ncar/rda/UADB_trhc_003807.nc
0-20000-0-31416	[31416]	IM POLINY OSIPENKO	52.4	136.5	1962-08-18 00:00:00	1968-03-03 00:00:00	/raid60/scratch/leo/scratch/ncar/rda/UADB_windc_031416.nc
0-20000-0-15350	[15350]	BUZAU	45.15	26.82	1973-05-27 00:00:00	1997-11-16 00:00:00	/raid60/scratch/leo/scratch/ncar/rda/UADB_windc_015350.nc
0-20000-0-17029	[17030]	SAMSUN/MEYDAN	41.28	36.33	1952-07-31 00:00:00	2019-03-31 00:00:00	/raid60/scratch/leo/scratch/ncar/rda/UADB_windc_017030.nc
0-20000-0-40980	[40980]	MOKUR	32.83	67.83	1957-07-01 00:00:00	1961-11-30 00:00:00	/raid60/scratch/leo/scratch/ncar/rda/UADB_windc_040980.nc
-1	[21504]		74.67	112.93	1958-03-16 00:00:00	2000-11-29 00:00:00	/raid60/scratch/leo/scratch/ncar/rda/UADB_windc_021504.nc
0-20000-0-38750	[38750]	ESENGULY	37.47	53.97	1950-11-12 00:00:00	1999-05-25 00:00:00	/raid60/scratch/leo/scratch/ncar/rda/UADB_windc_038750.nc
0-20000-0-41712	[41712]	DAL BANDIN	28.88	64.4	1954-01-01 00:00:00	2019-02-27 00:00:00	/raid60/scratch/leo/scratch/ncar/rda/UADB_windc_041712.nc
0-20000-0-28440	[28440]	EKATERINBURG	56.8	60.63	1949-08-09 00:00:00	1994-09-06 00:00:00	/raid60/scratch/leo/scratch/ncar/rda/UADB_windc_028440.nc
0-20000-0-12772	[12772]	MISKOLC	48.13	20.8	1973-03-25 00:00:00	1982-04-29 00:00:00	/raid60/scratch/leo/scratch/ncar/rda/UADB_windc_012772.nc
0-20000-0-37395	[37395]	KUTAISI	42.27	42.63	1966-11-09 00:00:00	1986-11-30 00:00:00	/raid60/scratch/leo/scratch/ncar/rda/UADB_windc_037395.nc
0-20000-0-40400	[40400]	AL-WEJH	26.23	36.43	1972-03-28 00:00:00	1986-10-12 00:00:00	/raid60/scratch/leo/scratch/ncar/rda/UADB_windc_040400.nc
0-20000-0-14528	[13228]	BIHAC	44.82	15.88	1955-01-02 00:00:00	1959-12-31 00:00:00	/raid60/scratch/leo/scratch/ncar/rda/UADB_windc_013228.nc
0-20000-0-33041	[33041]	GOMEL (33041-0)	52.45	31.0	1970-02-11 00:00:00	2019-03-27 00:00:00	/raid60/scratch/leo/scratch/ncar/rda/UADB_windc_033041.nc
0-20000-0-41923	[41920]	DHAKA	23.77	90.38	1962-07-01 00:00:00	1963-01-31 00:00:00	/raid60/scratch/leo/scratch/ncar/rda/UADB_trhc_041920.nc
0-20000-0-15360	[15360]	SULINA	45.15	29.67	1973-03-23 00:00:00	1998-06-05 00:00:00	/raid60/scratch/leo/scratch/ncar/rda/UADB_windc_015360.nc
0-20000-0-03502	[3502]	ABERPORTH	52.13	355.44	1966-10-25 00:00:00	2019-03-29 00:00:00	/raid60/scratch/leo/scratch/ncar/rda/UADB_windc_003502.nc
0-20000-0-02591	[2591, 2160]	VISBY AEROLOGISKA STATION	57.65	18.35	1966-05-20 00:00:00	2019-03-31 00:00:00	/raid60/scratch/leo/scratch/ncar/rda/UADB_windc_002591.nc
0-20000-0-12882	[12882]	DEBRECEN	47.48	21.65	1954-01-02 00:00:00	1982-04-24 00:00:00	/raid60/scratch/leo/scratch/ncar/rda/UADB_windc_012882.nc
0-20000-0-23884	[23884]	BOR	61.63	90.23	1950-03-08 00:00:00	2019-03-31 00:00:00	/raid60/scratch/leo/scratch/ncar/rda/UADB_windc_023884.nc
0-20000-0-30635	[30635]	UST'-BARGUZIN	53.43	108.98	1960-01-04 00:00:00	2019-01-27 00:00:00	/raid60/scratch/leo/scratch/ncar/rda/UADB_windc_030635.nc
0-20000-0-04220	[4220]	AASIAAT (EGEDESMINDE)	68.7	307.13	1950-06-17 00:00:00	2019-03-31 00:00:00	/raid60/scratch/leo/scratch/ncar/rda/UADB_windc_004220.nc
0-20000-0-41715	[41715]	JACOBABAD	28.3	68.47	1954-01-01 00:00:00	2019-01-07 00:00:00	/raid60/scratch/leo/scratch/ncar/rda/UADB_windc_041715.nc
-1	[21647]		73.18	143.93	1958-03-06 00:00:00	1997-08-23 00:00:00	/raid60/scratch/leo/scratch/ncar/rda/UADB_windc_021647.nc
0-20000-0-37395	[37409]	KUTAISI	42.13	43.03	1969-11-01 00:00:00	1979-12-17 00:00:00	/raid60/scratch/leo/scratch/ncar/rda/UADB_windc_037409.nc
0-20000-0-17050	[17050]	EDIRNE	41.6	26.5	1963-03-02 00:00:00	2001-11-03 00:00:00	/raid60/scratch/leo/scratch/ncar/rda/UADB_windc_017050.nc
0-20000-0-40990	[40990, 71764]	KANDAHAR AIRPORT	31.5	65.85	1978-06-01 00:00:00	2014-10-13 00:00:00	/raid60/scratch/leo/scratch/ncar/rda/UADB_windc_040990.nc
0-20000-0-31510	[31510]	BLAGOVESCETNSK	50.27	127.5	1950-01-12 00:00:00	2019-03-31 00:00:00	/raid60/scratch/leo/scratch/ncar/rda/UADB_windc_031510.nc
0-20000-0-10618	[10618]	IDAR-OBERSTEIN	49.7	7.33	1966-11-10 00:00:00	2019-01-31 00:00:00	/raid60/scratch/leo/scratch/ncar/rda/UADB_trhc_010618.nc
0-20000-0-03410	[3317]	LAKE VYRNWY NO 2	52.57	356.95	2000-03-01 00:00:00	2002-02-17 00:00:00	/raid60/scratch/leo/scratch/ncar/rda/UADB_windc_003317.nc
0-20000-0-42410	[42411]	GUWAHATI	26.18	91.75	1956-09-01 00:00:00	1963-09-30 00:00:00	/raid60/scratch/leo/scratch/ncar/rda/UADB_trhc_042411.nc
0-20000-0-12942	[12942]	PECS/POGANY	46.0	18.23	1969-10-16 00:00:00	1982-04-29 00:00:00	/raid60/scratch/leo/scratch/ncar/rda/UADB_windc_012942.nc
0-20000-0-15410	[15410]	DROBETA-TURNU SEVERIN	44.63	22.63	1973-05-23 00:00:00	2003-02-19 00:00:00	/raid60/scratch/leo/scratch/ncar/rda/UADB_windc_015410.nc
0-20000-0-28445	[28445]	EKATERINBURG (VERHNEE DUBROVO)	56.73	61.07	1953-02-19 00:00:00	2019-03-31 00:00:00	/raid60/scratch/leo/scratch/ncar/rda/UADB_windc_028445.nc
0-20000-0-13274	[13276, 13275]	BEOGRAD	44.78	20.53	1955-01-05 00:00:00	2019-03-31 00:00:00	/raid60/scratch/leo/scratch/ncar/rda/UADB_windc_013275.nc
0-20000-0-30636	[30636]	BARGUZIN	53.62	109.63	1950-12-17 00:00:00	1970-12-17 00:00:00	/raid60/scratch/leo/scratch/ncar/rda/UADB_windc_030636.nc
0-20000-0-42260	[42260]	AGRA (42260-0)	27.15	77.96	1971-01-06 00:00:00	2019-03-29 00:00:00	/raid60/scratch/leo/scratch/ncar/rda/UADB_windc_042260.nc
0-20000-0-41718	[41718]	KHANPUR	28.65	70.68	1963-03-01 00:00:00	2019-03-31 00:00:00	/raid60/scratch/leo/scratch/ncar/rda/UADB_windc_041718.nc
0-20000-0-03882	[3882]	HERSTMONCEUX, WEST END	50.9	0.32	1993-04-13 00:00:00	2019-03-30 00:00:00	/raid60/scratch/leo/scratch/ncar/rda/UADB_windc_003882.nc
0-20000-0-40416	[40416, 40417]	DHAHRAN	26.27	50.17	1966-10-28 00:00:00	2019-03-31 00:00:00	/raid60/scratch/leo/scratch/ncar/rda/UADB_windc_040417.nc
-1	[35108]		51.25	51.4	1950-12-21 00:00:00	2002-08-06 00:00:00	/raid60/scratch/leo/scratch/ncar/rda/UADB_windc_035108.nc
-1	[48858]		14.0	108.01	1966-09-20 00:00:00	1971-11-04 00:00:00	/raid60/scratch/leo/scratch/ncar/rda/UADB_trhc_048858.nc
0-20000-0-10618	[10619]	IDAR-OBERSTEIN	49.65	7.3	1981-11-02 00:00:00	1989-03-24 00:00:00	/raid60/scratch/leo/scratch/ncar/rda/UADB_trhc_010619.nc
0-20000-0-23921	[23921]	IVDEL'	60.68	60.43	1953-02-17 00:00:00	2019-03-31 00:00:00	/raid60/scratch/leo/scratch/ncar/rda/UADB_windc_023921.nc
0-20000-0-21824	[21824]	TIKSI	71.58	128.92	1950-02-06 00:00:00	2019-03-31 00:00:00	/raid60/scratch/leo/scratch/ncar/rda/UADB_windc_021824.nc
0-20000-0-14015	[13017]	LJUBLJANA/BEZIGRAD	46.07	14.52	1955-01-02 00:00:00	1959-12-31 00:00:00	/raid60/scratch/leo/scratch/ncar/rda/UADB_windc_013017.nc
0-20000-0-31538	[31538]	SUTUR	50.07	132.13	1958-12-01 00:00:00	2019-03-31 00:00:00	/raid60/scratch/leo/scratch/ncar/rda/UADB_windc_031538.nc
0-20000-0-17064	[17062]	ISTANBUL BOLGE (KARTAL)	40.97	29.08	1951-10-14 00:00:00	2014-01-01 00:00:00	/raid60/scratch/leo/scratch/ncar/rda/UADB_windc_017062.nc
0-20000-0-28552	[28552]	SADRINSK	56.07	63.67	1973-05-15 00:00:00	2002-07-08 00:00:00	/raid60/scratch/leo/scratch/ncar/rda/UADB_windc_028552.nc
0-20000-0-14445	[13333]	SPLIT/MARJAN	43.52	16.43	1969-11-01 00:00:00	1971-06-27 00:00:00	/raid60/scratch/leo/scratch/ncar/rda/UADB_windc_013333.nc
0-20000-0-30650	[30650]	ROMANOVKA	53.2	112.7	1962-08-09 00:00:00	1964-12-31 00:00:00	/raid60/scratch/leo/scratch/ncar/rda/UADB_windc_030650.nc
0-20000-0-41739	[41739]	PANJGUR	26.97	64.1	1964-06-07 00:00:00	2018-10-15 00:00:00	/raid60/scratch/leo/scratch/ncar/rda/UADB_windc_041739.nc
0-20000-0-42273	[42273]	BAHRAICH	27.57	81.6	1963-03-03 00:00:00	2019-03-31 00:00:00	/raid60/scratch/leo/scratch/ncar/rda/UADB_windc_042273.nc
0-20000-0-10629	[10639]	OFFENTHAL (RADAR)	49.87	8.65	1972-08-04 00:00:00	1973-10-25 00:00:00	/raid60/scratch/leo/scratch/ncar/rda/UADB_trhc_010639.nc
0-20000-0-14026	[13027]	MARIBOR/SLIVNICA	46.53	15.65	1955-01-02 00:00:00	1957-04-30 00:00:00	/raid60/scratch/leo/scratch/ncar/rda/UADB_windc_013027.nc
0-20000-0-25913	[25913]	MAGADAN	59.58	150.78	1950-03-26 00:00:00	2019-03-31 00:00:00	/raid60/scratch/leo/scratch/ncar/rda/UADB_windc_025913.nc
0-20000-0-03316	[3322]	CROSBY	53.55	357.08	1948-01-02 00:00:00	1996-03-31 00:00:00	/raid60/scratch/leo/scratch/ncar/rda/UADB_windc_003322.nc
0-20000-0-57046	[57046]	HUA SHAN	34.48	110.12	1973-01-18 00:00:00	1985-04-29 00:00:00	/raid60/scratch/leo/scratch/ncar/rda/UADB_trhc_057046.nc
0-20000-0-03743	[3743]	LARKHILL	51.2	358.2	1948-01-01 00:00:00	2019-03-29 00:00:00	/raid60/scratch/leo/scratch/ncar/rda/UADB_windc_003743.nc
0-20000-0-41150	[40427]	BAHRAIN (INT. AIRPORT)	26.27	50.62	1948-01-01 00:00:00	1975-04-22 00:00:00	/raid60/scratch/leo/scratch/ncar/rda/UADB_windc_040427.nc
0-20000-0-38836	[38836]	DUSHANBE	38.58	68.78	1950-01-02 00:00:00	1994-10-29 00:00:00	/raid60/scratch/leo/scratch/ncar/rda/UADB_windc_038836.nc
0-20000-0-41020	[40477, 41024, 40476]	JEDDAH I.E.	21.5	39.2	1959-06-24 00:00:00	2019-03-31 00:00:00	/raid60/scratch/leo/scratch/ncar/rda/UADB_windc_041024.nc
0-20000-0-17062	[17064]	ISTANBUL/GOZTEPE	40.9	29.15	2017-12-13 00:00:00	2019-03-31 00:00:00	/raid60/scratch/leo/scratch/ncar/rda/UADB_windc_017064.nc
0-20000-0-31561	[31561]	KOMSOMOLSK-NA-AMURE	50.6	137.08	1955-03-20 00:00:00	1991-06-30 00:00:00	/raid60/scratch/leo/scratch/ncar/rda/UADB_windc_031561.nc
0-20000-0-15420	[15420]	BUCURESTI BANEASA	44.5	26.13	1950-04-21 00:00:00	2019-03-31 00:00:00	/raid60/scratch/leo/scratch/ncar/rda/UADB_windc_015420.nc
0-20000-0-23933	[23933]	HANTY-MANSIJSK	60.97	69.07	1950-05-27 00:00:00	2019-03-31 00:00:00	/raid60/scratch/leo/scratch/ncar/rda/UADB_windc_023933.nc
0-20000-0-35121	[35121]	ORENBURG	51.75	55.1	1950-05-12 00:00:00	2019-03-31 00:00:00	/raid60/scratch/leo/scratch/ncar/rda/UADB_windc_035121.nc
-1	[30669]		53.0	117.4	1962-08-09 00:00:00	1964-12-31 00:00:00	/raid60/scratch/leo/scratch/ncar/rda/UADB_windc_030669.nc
0-20000-0-41744	[41744]	KHUZDAR	27.83	66.63	1970-01-03 00:00:00	2018-12-24 00:00:00	/raid60/scratch/leo/scratch/ncar/rda/UADB_windc_041744.nc
0-20000-0-02186	[2185, 2057]	LULEA-KALLAX (2186-0)	65.55	22.13	1963-08-14 00:00:00	2019-03-28 00:00:00	/raid60/scratch/leo/scratch/ncar/rda/UADB_windc_002185.nc
0-20000-0-14031	[13030]	MURSKA SOBOTA	46.67	16.13	1957-06-01 00:00:00	1959-12-25 00:00:00	/raid60/scratch/leo/scratch/ncar/rda/UADB_windc_013030.nc
0-20000-0-10646	[10657]	NEUHUETTEN-SPESSART	49.77	9.48	1971-09-03 00:00:00	1990-08-29 00:00:00	/raid60/scratch/leo/scratch/ncar/rda/UADB_trhc_010657.nc
0-20000-0-14445	[13334]	SPLIT/MARJAN	43.52	16.43	1956-01-02 00:00:00	1991-08-22 00:00:00	/raid60/scratch/leo/scratch/ncar/rda/UADB_windc_013334.nc
