	date_time	sensor_id	date_time_conv
0	1546570800	b'V18 '	1949-01-04 03:00:00
23751	2612304000	b'V8A '	1982-10-13 00:00:00
28737	2831457600	b'VB_ '	1989-09-22 12:00:00
30899	2929690800	b'VC_ '	1992-11-02 11:00:00
36236	3157095600	b'M__ '	2000-01-17 11:00:00
42045	3409772400	b'VNn '	2008-01-19 23:00:00
42094	3411932400	b'VNl '	2008-02-13 23:00:00
43395	3468740400	b'BFa '	2009-12-02 11:00:00
45593	3565983600	b'99.0'	2012-12-31 23:00:00
45691	3570303600	b'nan'	2013-02-19 23:00:00
45966	3582270000	b'33.0'	2013-07-08 11:00:00
45976	3582745200	b'35.0'	2013-07-13 23:00:00
46320	3598081200	b'61.0'	2014-01-07 11:00:00
46848	3621236400	b'42.0'	2014-10-02 11:00:00
46854	3621495600	b'27.0'	2014-10-05 11:00:00
48761	3707550163	b'7.0'	2017-06-27 11:02:43
