	date_time	sensor_id	date_time_conv
0	858679200	b'RKF '	1927-03-19 10:00:00
48572	2876770800	b'V8A '	1991-02-28 23:00:00
63798	3565983600	b'80.0'	2012-12-31 23:00:00
63996	3583742400	b'17.0'	2013-07-25 12:00:00
64476	3604737600	b'nan'	2014-03-25 12:00:00
66486	3691319549	b'123.'	2016-12-21 14:32:29
66624	3697269604	b'114.'	2017-02-28 11:20:04
68886	3794901670	b'141.'	2020-04-03 11:21:10
69162	3806759995	b'142.'	2020-08-18 17:19:55
69192	3807946800	b'42.0'	2020-09-01 11:00:00
69251	3810496794	b'124.'	2020-09-30 23:19:54
