	date_time	sensor_id	date_time_conv
0	1452600000	b'V18 '	1946-01-12 12:00:00
15731	2849256000	b'W__ '	1990-04-16 12:00:00
15932	2866449600	b'VCV '	1990-11-01 12:00:00
17783	3035793600	b'XXX '	1996-03-14 12:00:00
17784	3091348800	b'VCG '	1997-12-17 12:00:00
18818	3346056000	b'VNG '	2006-01-12 12:00:00
19735	3541320000	b'nan'	2012-03-21 12:00:00
19736	3569828400	b'79.0'	2013-02-14 11:00:00
19925	3586680000	b'80.0'	2013-08-28 12:00:00
20081	3649834800	b'77.0'	2015-08-29 11:00:00
22322	3750058969	b'177.'	2018-11-01 11:02:49
22913	3820062193	b'141.'	2021-01-19 16:23:13
22976	3825403200	b'41.0'	2021-03-22 12:00:00
