	date_time	sensor_id	date_time_conv
0	1676516400	b'MRt '	1953-02-16 03:00:00
15776	2352196800	b'RK2 '	1974-07-16 12:00:00
31593	2716200000	b'MR4 '	1986-01-27 12:00:00
31717	2718878400	b'RRA '	1986-02-27 12:00:00
36265	2819880000	b'RR1 '	1989-05-11 12:00:00
36351	2822126400	b'MRr '	1989-06-06 12:00:00
37778	2858716800	b'RZ3 '	1990-08-04 00:00:00
38328	2883038400	b'MRz '	1991-05-12 12:00:00
41399	3037996800	b'XXX '	1996-04-09 00:00:00
48898	3565944000	b'29.0'	2012-12-31 12:00:00
48944	3567931200	b'nan'	2013-01-23 12:00:00
48956	3568449600	b'69.0'	2013-01-29 12:00:00
49471	3591432000	b'28.0'	2013-10-22 12:00:00
50229	3624350400	b'90.0'	2014-11-07 12:00:00
50243	3624955200	b'9.0'	2014-11-14 12:00:00
50782	3651566400	b'27.0'	2015-09-18 12:00:00
50972	3659774400	b'68.0'	2015-12-22 12:00:00
52743	3736584000	b'89.0'	2018-05-29 12:00:00
52884	3742675200	b'62.0'	2018-08-08 00:00:00
53268	3759305400	b'162.'	2019-02-16 11:30:00
53405	3765268140	b'128.'	2019-04-26 11:49:00
53542	3771185400	b'58.0'	2019-07-03 23:30:00
53557	3771833400	b'129.'	2019-07-11 11:30:00
